,train_loss,val_loss,train_r2,train_mae,val_r2,train_rmse,val_rmse,val_mae,batch_size,learning_rate,num_laters,num_neurons
42,0.29091013332840454,0.297712491849594,0.7074102118553534,0.3959833517670631,0.7076362177215044,0.2909101366996765,0.29771249145269396,0.40351876616477966,128,0.001,10,16
43,0.2522862014748295,0.27488876910549465,0.7462559207994917,0.3687355637550354,0.729885284747739,0.2522862032055855,0.27488877028226855,0.3856280893087387,128,0.001,10,32
44,0.2047643117313553,0.26521021280194,0.7940536326235208,0.33378583788871763,0.7395438570997336,0.20476430729031564,0.2652102097868919,0.37541477382183075,128,0.001,10,64
45,0.29984306854043563,0.3062923930028332,0.6984259988412124,0.403924860060215,0.6992107976308349,0.2998430714011192,0.30629239082336424,0.41104579865932467,128,0.01,2,16
46,0.27724628944111906,0.2869959698937764,0.7211441995842306,0.387967574596405,0.7180782855542421,0.27724629193544387,0.2869959697127342,0.3966162860393524,128,0.01,2,32
47,0.25910828175875467,0.2795672235575235,0.7393956445142615,0.3751399040222168,0.7253712227246917,0.25910828411579134,0.27956722378730775,0.39221982210874556,128,0.01,2,64
48,0.30554165932471333,0.312728950033121,0.6926926399585305,0.40700484067201614,0.6927900339951102,0.30554165244102477,0.312728950381279,0.4148679569363594,128,0.01,3,16
49,0.2713120746262387,0.28174634291050593,0.7271206983451303,0.38326713293790815,0.723139949664764,0.2713120698928833,0.28174633383750913,0.3924006074666977,128,0.01,3,32
50,0.25111085990632787,0.27157927750148503,0.7474383315619717,0.36833138167858126,0.7332717378832783,0.2511108621954918,0.2715792700648308,0.3833142340183258,128,0.01,3,64
51,0.3050133539429301,0.3156033881844204,0.6932266740583467,0.4070364207029343,0.6900733168693888,0.30501334369182587,0.31560338735580445,0.41479700356721877,128,0.01,10,16
52,0.2693996747720439,0.28222483221754857,0.7290445288188216,0.38187426030635835,0.722843592434128,0.2693996787071228,0.28222482800483706,0.39328345507383344,128,0.01,10,32
