IDSensor,IDStation,Pollutant,NameStation,Altitude,Province,City,DateStart,DateStop,Latitude,Longitude,Typology
6650,543,PM_tot,Vimercate,194,MB,Vimercate,1995-02-10,1998-02-04,45.614920870442226,9.368396161785157,NA
9852,672,NO2,Cornale (Voghera Energia),74,PV,Cornale,2005-07-29,NA,45.04007657202963,8.914144599002409,RB
6641,501,PM_tot,Milano - viale Marche,129,MI,Milano,1976-01-22,1996-04-01,45.49631644365102,9.190933555313624,UT
5559,556,NO2,Gallarate - P.zza S.Lorenzo,240,VA,Gallarate,1991-06-26,2018-07-30,45.65745982503037,8.797570832831466,NA
10002,683,CO,Cassano d'Adda 2 - Via Milano,133,MI,Cassano d'Adda,2006-04-22,NA,45.52647254585104,9.515980483627096,UT
12674,1264,Arsenic,Sondrio - via Paribelli,290,SO,Sondrio,2008-04-01,NA,46.167852440665115,9.879209924469903,UB
6607,591,PM_tot,Seriate,256,BG,Seriate,2000-09-07,2002-04-04,45.68635606439914,9.714947917631529,NA
6656,556,PM_tot,Gallarate - P.zza S.Lorenzo,240,VA,Gallarate,1991-07-16,1999-12-16,45.65745982503037,8.797570832831466,NA
12641,548,Benzo_a_pyrene,Milano - via Senato,118,MI,Milano,2008-07-10,NA,45.470499014097,9.197460360112531,UT
6582,561,Ozone,Como - viale Cattaneo,202,CO,Como,1991-02-17,NA,45.81504286011291,9.06697137484454,UT
9874,502,PM2.5,Milano - via Juvara,122,MI,Milano,2005-11-22,2007-06-11,45.473225708577175,9.222315138737468,NA
6766,649,NOx,Brescia - Broletto,149,BS,Brescia,1992-08-05,NA,45.540057846971386,10.222818449274216,UT
10355,516,CO,Robecchetto,135,MI,Robecchetto con Induno,2007-02-28,2017-01-01,45.51782219008838,8.766562109244964,SB
6706,643,NOx,Pavia - p.zza Minerva,77,PV,Pavia,2002-03-03,NA,45.18632908049483,9.146666041286784,UT
6686,642,Sulfur_dioxide,Pavia - via Folperti,77,PV,Pavia,2002-06-01,NA,45.19467609907785,9.164638300630086,UB
6254,575,NOx,Nibionno,310,LC,Nibionno,1992-01-08,2018-07-30,45.751111261617815,9.265020964805544,NA
17041,583,Lead,Bergamo - via Meucci,249,BG,Bergamo,2012-01-13,NA,45.69103740547214,9.643650579461385,UB
5707,551,Ozone,Arconate (aria),182,MI,Arconate,1999-01-20,NA,45.54851735741946,8.847321929216262,SB
5949,625,Ozone,Casalmaggiore - via Volta $,23,CR,Casalmaggiore,1996-05-19,2007-02-21,44.980660403835316,10.427376916159512,NA
12629,705,Benzo_a_pyrene,Milano - Pascal Città Studi,122,MI,Milano,2008-04-02,NA,45.47899606168744,9.235491038497502,UB
5819,544,CO,Cormano,153,MI,Cormano,1994-10-29,2011-12-31,45.551041944372415,9.162613653151322,UB
5664,612,Sulfur_dioxide,Filago - via Fermi,176,BG,Filago,1992-07-17,2017-01-01,45.6244564811923,9.556504350318216,SI
5805,574,CO,Lecco - Via Amendola,214,LC,Lecco,1991-02-17,NA,45.850191194578535,9.395577066893223,UT
6911,543,PM10,Vimercate,194,MB,Vimercate,1998-02-06,2018-07-30,45.614920870442226,9.368396161785157,NA
12676,1264,Benzo_a_pyrene,Sondrio - via Paribelli,290,SO,Sondrio,2008-04-22,NA,46.167852440665115,9.879209924469903,UB
10269,502,Ammonia,Milano - via Juvara,122,MI,Milano,2007-03-28,2007-06-11,45.473225708577175,9.222315138737468,NA
5642,504,Sulfur_dioxide,Sesto S.Giovanni,139,MI,Sesto San Giovanni,1974-09-03,1999-05-04,45.53476576509224,9.236107923411636,UT
5578,575,NO2,Nibionno,310,LC,Nibionno,1991-12-20,2018-07-30,45.751111261617815,9.265020964805544,NA
5686,575,Sulfur_dioxide,Nibionno,310,LC,Nibionno,1991-02-17,2003-06-10,45.751111261617815,9.265020964805544,NA
9880,674,CO,Monza - via Machiavelli,162,MB,Monza,2005-10-21,NA,45.58026348442243,9.273573092713274,UB
5709,512,Ozone,Carate Brianza,250,MB,Carate Brianza,1995-02-15,2018-01-01,45.672024734078455,9.234591661788048,NA
12623,542,Benzo_a_pyrene,Meda,222,MB,Meda,2008-04-18,NA,45.66176219189168,9.156643984551597,UT
5708,536,Ozone,Arese,157,MI,Arese,1995-10-03,2018-01-01,45.543433254501636,9.080725831284644,NA
5736,575,Ozone,Nibionno,310,LC,Nibionno,1996-11-07,2018-01-01,45.751111261617815,9.265020964805544,NA
5810,602,CO,Melegnano,83,MI,Melegnano,2000-01-13,NA,45.35428575070997,9.329243424113708,NA
10290,706,PM10,Lecco - Via Sora,272,LC,Lecco,2000-12-31,NA,45.86374884127965,9.399950344681852,UB
6905,502,PM10,Milano - via Juvara,122,MI,Milano,1998-02-13,2007-06-11,45.473225708577175,9.222315138737468,NA
6298,529,NOx,Cinisello Balsamo,149,MI,Cinisello Balsamo,1988-11-24,2017-01-01,45.55232578741208,9.227764233272634,UT
12588,669,Nikel,Brescia - Villaggio Sereno,70,BS,Brescia,2008-04-01,NA,45.513038818653754,10.19194188877931,UB
5616,609,Sulfur_dioxide,Casirate d`Adda,108,BG,Casirate d'Adda,1984-12-14,2008-02-22,45.49822713394494,9.556232262351761,RB
12605,655,Benzo_a_pyrene,Darfo (aria),221,BS,Darfo Boario Terme,2008-04-17,NA,45.87460210989037,10.17735680898138,SB
10109,698,Sulfur_dioxide,Ceneselli,13,RO,Ceneselli,2006-11-28,NA,45.01325676849334,11.372344948058235,NA
6647,504,PM_tot,Sesto S.Giovanni,139,MI,Sesto San Giovanni,1980-09-18,2002-09-01,45.53476576509224,9.236107923411636,UT
5619,544,Sulfur_dioxide,Cormano,153,MI,Cormano,1994-10-26,NA,45.551041944372415,9.162613653151322,UB
6690,642,NOx,Pavia - via Folperti,77,PV,Pavia,2002-06-01,NA,45.19467609907785,9.164638300630086,UB
5650,503,Sulfur_dioxide,Milano - P.zza  Zavattari,122,MI,Milano,1968-01-12,2010-12-14,45.47606340509791,9.141786267186658,NA
5533,530,NO2,Agrate,162,MB,Agrate Brianza,1990-02-13,2018-07-30,45.57578475922807,9.354105650819204,NA
5530,527,NO2,Castano Primo,175,MI,Castano Primo,1990-01-01,2017-01-01,45.54594268367404,8.776104584370271,NA
5812,606,CO,S.Giuliano Milanese,97,MI,San Giuliano Milanese,2000-01-13,NA,45.39619462552717,9.282700075557845,UT
6954,661,PM10,Rezzato,147,BS,Rezzato,1997-01-27,NA,45.51570829484459,10.336240422996532,SI
5516,513,NO2,Trezzo d`Adda,199,MI,Trezzo sull'Adda,2001-02-22,2017-01-01,45.61369175877737,9.50812248390592,SB
10165,703,NOx,Schivenoglia,NA,MN,Schivenoglia,2006-11-29,NA,45.016877820755425,11.07609463264049,RB
6799,654,Sulfur_dioxide,Sarezzo - via Minelli,269,BS,Sarezzo,1990-02-18,2007-01-30,45.64962671224069,10.205090218837002,UB
12028,642,PM10,Pavia - via Folperti,77,PV,Pavia,2011-02-04,NA,45.19467609907785,9.164638300630086,UB
6803,654,NOx,Sarezzo - via Minelli,269,BS,Sarezzo,1990-01-01,NA,45.64962671224069,10.205090218837002,UB
9997,682,Ozone,Ferrera Erbognone - ENI,88,PV,Ferrera Erbognone,2006-01-21,NA,45.11350314482957,8.874064848882607,RI
5757,590,PM10,Ponte S.Pietro,225,BG,Ponte San Pietro,2000-01-28,2002-10-17,45.696081938463465,9.587784018279269,NA
6633,530,PM_tot,Agrate,162,MB,Agrate Brianza,1990-02-21,2007-01-03,45.57578475922807,9.354105650819204,NA
10516,671,Sulfur_dioxide,Mantova - Tridolino,22,MN,Mantova,2010-03-30,2017-01-01,45.153319585785574,10.859263911962309,RI
5659,589,Sulfur_dioxide,Nembro $,309,BG,Nembro,1991-06-05,2003-05-31,45.743036830343144,9.760535572770022,NA
10406,1263,NOx,Villa di Serio,280,BG,Villa di Serio,2008-10-08,2018-07-30,45.73589144532835,9.738394788043442,NA
10583,1274,NOx,Perledo,212,LC,Perledo,2010-09-01,NA,46.01582830438376,9.286409208680807,RB
6955,663,PM10,Mantova - via Ariosto,18,MN,Mantova,2003-01-01,NA,45.14526012578896,10.80332595007927,UI
6962,595,PM10,Filago - via Don Milani,190,BG,Filago,2004-10-14,NA,45.63386450908066,9.556084255790864,UB
12695,1264,Lead,Sondrio - via Paribelli,290,SO,Sondrio,2008-04-01,NA,46.167852440665115,9.879209924469903,UB
9965,609,PM10,Casirate d`Adda,108,BG,Casirate d'Adda,2006-01-01,NA,45.49822713394494,9.556232262351761,RB
5655,557,Sulfur_dioxide,Lonate Pozzolo,204,VA,Lonate Pozzolo,1996-12-05,2005-08-17,45.59402351710858,8.7407965765392,NA
10171,703,Ozone,Schivenoglia,NA,MN,Schivenoglia,2006-11-29,NA,45.016877820755425,11.07609463264049,RB
5959,629,Sulfur_dioxide,Crema - via XI febbraio,79,CR,Crema,1992-11-01,NA,45.366309078194334,9.703945513613167,SB
6814,656,Sulfur_dioxide,Gambara,47,BS,Gambara,1990-02-16,2012-01-04,45.24954362474624,10.299119496064078,RB
12665,681,Benzo_a_pyrene,Moggio,1194,LC,Moggio,2008-06-15,NA,45.91278752030292,9.497538167653424,RB
5579,576,NO2,Merate,279,LC,Merate,1991-02-18,NA,45.69795198970243,9.406190938686596,UT
10117,699,NOx,Magnacavallo,11,MN,Magnacavallo,2006-11-29,NA,45.00514152134826,11.178388087213916,NA
6415,628,NOx,Cremona - p.zza Libertà $,61,CR,Cremona,2002-01-01,2006-04-04,45.13737896273478,10.032359066275932,NA
10020,685,Sulfur_dioxide,Calusco d' Adda,273,BG,Calusco d'Adda,2006-06-30,NA,45.69042907854514,9.484260927647789,SB
9875,674,NOx,Monza - via Machiavelli,162,MB,Monza,2005-10-21,NA,45.58026348442243,9.273573092713274,UB
5851,559,CO,Somma Lombardo - MXP,210,VA,Somma Lombardo,2000-03-20,2012-01-04,45.649537127292405,8.71269145828479,NA
5594,591,NO2,Seriate,256,BG,Seriate,1991-10-31,2018-07-30,45.68635606439914,9.714947917631529,NA
30129,631,Ammonia,Piadena,30,CR,Piadena,2013-07-09,2014-03-27,45.12979322367744,10.379831668522419,NA
17297,583,Ozone,Bergamo - via Meucci,249,BG,Bergamo,2013-01-24,NA,45.69103740547214,9.643650579461385,UB
12574,693,PM2.5,Sannazzaro de' Burgondi - AGIP,85,PV,Sannazzaro de' Burgondi,2013-01-07,NA,45.10276627684137,8.90417452771467,UI
5546,543,NO2,Vimercate,194,MB,Vimercate,1994-12-23,2018-07-30,45.614920870442226,9.368396161785157,NA
10043,687,PM10,Ferno,215,VA,Ferno,2006-11-29,NA,45.61924377994763,8.756970445453431,UB
5613,536,Sulfur_dioxide,Arese,157,MI,Arese,1991-05-29,2003-10-22,45.543433254501636,9.080725831284644,NA
5811,598,CO,S.Rocco al Porto,50,LO,San Rocco al Porto,2002-02-25,NA,45.081986696978625,9.70078817718398,SB
17295,558,Ozone,Busto Arsizio - Accam,206,VA,Busto Arsizio,2013-01-26,NA,45.582894292717725,8.842165456706075,SB
10330,708,PM_tot,Parona,112,PV,Parona,2007-08-08,2010-10-20,45.281935610357905,8.754334594539825,UI
5506,503,NO2,Milano - P.zza  Zavattari,122,MI,Milano,1980-09-18,2018-07-30,45.47606340509791,9.141786267186658,NA
6622,573,PM_tot,Colico,229,LC,Colico,1991-02-17,2002-10-03,46.1381409051264,9.384687247651794,SB
5620,525,Sulfur_dioxide,Corsico,119,MI,Corsico,1983-06-06,2006-11-04,45.43610851009912,9.097410841871474,NA
9969,679,NO2,Valmadrera,247,LC,Valmadrera,2006-02-15,NA,45.842207261022544,9.351658166127958,SB
10098,697,Sulfur_dioxide,Borgofranco - loc. Bonizzo,14,MN,Borgofranco sul Po,2006-11-29,NA,45.04650153816735,11.18093581912755,SB
5651,501,Sulfur_dioxide,Milano - viale Marche,129,MI,Milano,1973-11-07,1999-04-05,45.49631644365102,9.190933555313624,UT
12622,542,Lead,Meda,222,MB,Meda,2008-04-18,NA,45.66176219189168,9.156643984551597,UT
5665,595,Sulfur_dioxide,Filago - via Don Milani,190,BG,Filago,1991-12-07,NA,45.63386450908066,9.556084255790864,UB
6324,531,NOx,Limito,114,MI,Pioltello,1989-05-12,NA,45.48363035323249,9.327360033215145,UB
9832,671,PM10,Mantova - Tridolino,22,MN,Mantova,2004-12-28,2017-01-01,45.153319585785574,10.859263911962309,RI
10280,705,Sulfur_dioxide,Milano - Pascal Città Studi,122,MI,Milano,2007-06-16,NA,45.47899606168744,9.235491038497502,UB
5768,562,PM10,Mariano Comense,256,CO,Mariano Comense,1999-01-01,2003-08-27,45.68865731381679,9.180657768638271,NA
6276,606,NOx,S.Giuliano Milanese,97,MI,San Giuliano Milanese,2000-01-13,NA,45.39619462552717,9.282700075557845,UT
10155,702,NO2,Pieve di Coriano,16,MN,Pieve di Coriano,2006-11-29,NA,45.03394281418463,11.116918109540054,NA
12688,633,Benzo_a_pyrene,Soresina,70,CR,Soresina,2008-04-02,NA,45.28397715446764,9.863398419993635,ST
6877,664,NO2,Mantova - p.zza Gramsci,18,MN,Mantova,2004-06-08,NA,45.151743379576594,10.78140770009565,UT
5841,503,CO,Milano - P.zza  Zavattari,122,MI,Milano,1989-04-05,2018-07-30,45.47606340509791,9.141786267186658,NA
5705,570,Sulfur_dioxide,Tirano - viale Italia,439,SO,Tirano,1993-11-01,2009-01-01,46.21774621439411,10.156470232146322,NA
6292,527,NOx,Castano Primo,175,MI,Castano Primo,1990-01-01,2017-01-01,45.54594268367404,8.776104584370271,NA
9805,671,NO2,Mantova - Tridolino,22,MN,Mantova,2004-12-31,2017-01-01,45.153319585785574,10.859263911962309,RI
5675,565,Sulfur_dioxide,Cantù - via Meucci,369,CO,Cantù,1993-10-01,1997-08-05,45.73083672267427,9.125734327022926,SB
5964,632,Sulfur_dioxide,Pizzighettone - via Formigara,45,CR,Pizzighettone,1996-05-17,2012-01-04,45.18168712150796,9.793385935673802,NA
6720,644,NOx,Vigevano - viale  Petrarca,107,PV,Vigevano,2004-01-24,2012-02-02,45.326401500542325,8.860310253579987,UB
12662,681,Arsenic,Moggio,1194,LC,Moggio,2008-06-14,NA,45.91278752030292,9.497538167653424,RB
6789,653,CO,Brescia - via Ziziola,125,BS,Brescia,1997-10-15,2018-07-30,45.51455919056731,10.218463502801265,NA
6948,644,PM10,Vigevano - viale  Petrarca,107,PV,Vigevano,2002-06-06,2013-09-19,45.326401500542325,8.860310253579987,UB
6840,658,NOx,Manerbio - via Solferino,66,BS,Manerbio,1992-08-28,2015-03-03,45.34995949312804,10.144752235947312,NA
5535,532,NO2,Cuggiono,156,MI,Cuggiono,1990-01-01,2017-01-01,45.5014842949991,8.804453762398397,NA
10278,705,NOx,Milano - Pascal Città Studi,122,MI,Milano,2007-06-16,NA,45.47899606168744,9.235491038497502,UB
12608,546,Arsenic,Magenta,137,MI,Magenta,2008-04-15,NA,45.462415791106615,8.880210433125571,UB
6884,665,Ozone,Viadana,37,MN,Viadana,2003-10-01,NA,44.92469404955067,10.517502067117825,NA
9772,600,Benzene,Lodi - viale Vignati,80,LO,Lodi,2005-04-23,NA,45.30601298752377,9.48526286320174,UT
5628,539,Sulfur_dioxide,Milano - viale Liguria,115,MI,Milano,1991-08-14,1999-05-05,45.443857653564926,9.167944501742676,UT
5823,539,CO,Milano - viale Liguria,115,MI,Milano,1991-10-20,NA,45.443857653564926,9.167944501742676,UT
5609,606,NO2,S.Giuliano Milanese,97,MI,San Giuliano Milanese,2000-01-13,NA,45.39619462552717,9.282700075557845,UT
6886,666,Sulfur_dioxide,Porto Mantovano,29,MN,Porto Mantovano,2003-09-26,2012-01-04,45.19554009017032,10.79726229869026,NA
9831,670,PM10,Mantova - S.Agnese,22,MN,Mantova,2004-12-30,NA,45.16056833010576,10.79556411370788,UB
6872,663,Sulfur_dioxide,Mantova - via Ariosto,18,MN,Mantova,2003-01-01,NA,45.14526012578896,10.80332595007927,UI
6864,661,NOx,Rezzato,147,BS,Rezzato,1992-08-05,NA,45.51570829484459,10.336240422996532,SI
6784,652,NOx,Brescia - via Turati,154,BS,Brescia,1999-10-01,NA,45.539529434955995,10.231785907477223,UT
6240,566,NOx,Olgiate Comasco - via Roma $,404,CO,Olgiate Comasco,1995-02-01,2010-04-15,45.78389725453634,8.966397886811311,NA
6917,558,PM10,Busto Arsizio - Accam,206,VA,Busto Arsizio,1999-01-20,NA,45.582894292717725,8.842165456706075,SB
6910,542,PM10,Meda,222,MB,Meda,1998-02-06,NA,45.66176219189168,9.156643984551597,UT
5727,543,Ozone,Vimercate,194,MB,Vimercate,1995-01-11,2018-01-01,45.614920870442226,9.368396161785157,NA
6304,532,NOx,Cuggiono,156,MI,Cuggiono,1990-01-01,2017-01-01,45.5014842949991,8.804453762398397,NA
5962,630,Sulfur_dioxide,Crema - via Indipendenza $,78,CR,Crema,1992-11-01,2003-10-02,45.369413822391465,9.677268708195667,NA
6360,513,NOx,Trezzo d`Adda,199,MI,Trezzo sull'Adda,2001-02-22,2017-01-01,45.61369175877737,9.50812248390592,SB
6637,502,PM_tot,Milano - via Juvara,122,MI,Milano,1976-10-26,1998-02-12,45.473225708577175,9.222315138737468,NA
6220,584,NOx,Bergamo - via Garibaldi,249,BG,Bergamo,1994-06-21,NA,45.69568034432694,9.66124914606551,UT
12593,669,Benzo_a_pyrene,Brescia - Villaggio Sereno,70,BS,Brescia,2008-04-18,NA,45.513038818653754,10.19194188877931,UB
10339,629,PM10,Crema - via XI febbraio,79,CR,Crema,2007-09-25,NA,45.366309078194334,9.703945513613167,SB
12696,609,Nikel,Casirate d`Adda,108,BG,Casirate d'Adda,2008-04-24,NA,45.49822713394494,9.556232262351761,RB
5704,569,Sulfur_dioxide,Sondrio - via Mazzini,307,SO,Sondrio,1993-11-01,NA,46.16796681227828,9.87014407497457,UT
12570,561,PM2.5,Como - viale Cattaneo,202,CO,Como,2011-09-23,NA,45.81504286011291,9.06697137484454,UT
6883,665,CO,Viadana,37,MN,Viadana,2003-10-26,2011-12-29,44.92469404955067,10.517502067117825,NA
6312,502,NOx,Milano - via Juvara,122,MI,Milano,1977-05-06,2007-06-11,45.473225708577175,9.222315138737468,NA
5801,562,CO,Mariano Comense,256,CO,Mariano Comense,1991-12-18,2012-01-04,45.68865731381679,9.180657768638271,NA
5797,565,CO,Cantù - via Meucci,369,CO,Cantù,1993-10-04,NA,45.73083672267427,9.125734327022926,SB
12668,703,Arsenic,Schivenoglia,NA,MN,Schivenoglia,2008-02-23,NA,45.016877820755425,11.07609463264049,RB
6350,516,NOx,Robecchetto,135,MI,Robecchetto con Induno,1992-12-07,2017-01-01,45.51782219008838,8.766562109244964,SB
9855,672,NOx,Cornale (Voghera Energia),74,PV,Cornale,2005-07-29,NA,45.04007657202963,8.914144599002409,RB
9930,677,NOx,Cremona - Via Fatebenefratelli,43,CR,Cremona,2006-04-11,NA,45.14254063221695,10.043836158369393,UB
5827,501,CO,Milano - viale Marche,129,MI,Milano,1989-04-05,NA,45.49631644365102,9.190933555313624,UT
12591,669,Lead,Brescia - Villaggio Sereno,70,BS,Brescia,2008-04-01,NA,45.513038818653754,10.19194188877931,UB
10106,698,NOx,Ceneselli,13,RO,Ceneselli,2006-11-29,2017-01-01,45.01325676849334,11.372344948058235,NA
5958,629,NO2,Crema - via XI febbraio,79,CR,Crema,1992-11-01,NA,45.366309078194334,9.703945513613167,SB
20428,683,PM10,Cassano d'Adda 2 - Via Milano,133,MI,Cassano d'Adda,2017-12-19,NA,45.52647254585104,9.515980483627096,UT
10070,693,Sulfur_dioxide,Sannazzaro de' Burgondi - AGIP,85,PV,Sannazzaro de' Burgondi,2007-01-01,NA,45.10276627684137,8.90417452771467,UI
6366,528,NOx,Milano - Verziere,116,MI,Milano,1988-11-24,NA,45.463346740666545,9.195324807668857,UT
6959,565,PM10,Cantù - via Meucci,369,CO,Cantù,1999-01-01,NA,45.73083672267427,9.125734327022926,SB
20427,683,Sulfur_dioxide,Cassano d'Adda 2 - Via Milano,133,MI,Cassano d'Adda,2017-12-20,NA,45.52647254585104,9.515980483627096,UT
10580,627,Sulfur_dioxide,Cremona - p.zza Cadorna,39,CR,Cremona,2010-09-01,NA,45.13194691285173,10.015741513336042,UT
30163,669,NO2,Brescia - Villaggio Sereno,70,BS,Brescia,2013-12-13,NA,45.513038818653754,10.19194188877931,UB
5592,589,NO2,Nembro $,309,BG,Nembro,1991-06-07,2007-03-14,45.743036830343144,9.760535572770022,NA
6818,656,Ozone,Gambara,47,BS,Gambara,1990-02-15,NA,45.24954362474624,10.299119496064078,RB
10477,1267,CO,Turano,65,LO,Turano Lodigiano,2009-08-03,2017-03-31,45.25028308918456,9.62125819274314,NA
9807,671,NOx,Mantova - Tridolino,22,MN,Mantova,2006-04-23,2017-01-01,45.153319585785574,10.859263911962309,RI
12609,546,Cadmium,Magenta,137,MI,Magenta,2008-04-15,NA,45.462415791106615,8.880210433125571,UB
12602,655,Arsenic,Darfo (aria),221,BS,Darfo Boario Terme,2008-04-18,NA,45.87460210989037,10.17735680898138,SB
20020,705,Ammonia,Milano - Pascal Città Studi,122,MI,Milano,2007-03-30,NA,45.47899606168744,9.235491038497502,UB
6625,576,PM_tot,Merate,279,LC,Merate,1991-02-17,1999-11-01,45.69795198970243,9.406190938686596,UT
9897,609,NO2,Casirate d`Adda,108,BG,Casirate d'Adda,2005-11-10,NA,45.49822713394494,9.556232262351761,RB
9968,679,NOx,Valmadrera,247,LC,Valmadrera,2006-02-16,NA,45.842207261022544,9.351658166127958,SB
6926,572,PM10,Morbegno - via Cortivacci,262,SO,Morbegno,1999-12-14,NA,46.132282960003735,9.566179893984474,UB
6791,653,Ozone,Brescia - via Ziziola,125,BS,Brescia,1997-10-15,2018-01-01,45.51455919056731,10.218463502801265,NA
6314,535,NOx,Lacchiarella,97,MI,Lacchiarella,1999-03-19,2018-07-30,45.32451741284727,9.134517264199278,NA
12686,633,Cadmium,Soresina,70,CR,Soresina,2008-04-01,NA,45.28397715446764,9.863398419993635,ST
10433,1264,Sulfur_dioxide,Sondrio - via Paribelli,290,SO,Sondrio,2009-01-04,2012-01-04,46.167852440665115,9.879209924469903,UB
17086,569,Lead,Sondrio - via Mazzini,307,SO,Sondrio,2008-04-01,2011-12-26,46.16796681227828,9.87014407497457,UT
6390,556,NOx,Gallarate - P.zza S.Lorenzo,240,VA,Gallarate,1991-06-26,2018-07-30,45.65745982503037,8.797570832831466,NA
12600,609,Benzo_a_pyrene,Casirate d`Adda,108,BG,Casirate d'Adda,2008-04-24,NA,45.49822713394494,9.556232262351761,RB
6921,564,PM10,Erba - via Battisti,279,CO,Erba,2009-06-13,NA,45.808573806922965,9.221779204488435,UB
6951,649,PM10,Brescia - Broletto,149,BS,Brescia,2000-09-23,NA,45.540057846971386,10.222818449274216,UT
10131,700,NO2,Melara,12,RO,Melara,2006-11-28,NA,45.063214361613305,11.20921074969938,NA
5800,563,CO,Fino Mornasco,304,CO,Fino Mornasco,1991-12-20,2012-01-04,45.74804440954574,9.042592844183936,NA
12693,560,Lead,Varese - via Copelli,383,VA,Varese,2008-04-01,NA,45.816973233263674,8.820240707158211,UT
6230,565,NOx,Cantù - via Meucci,369,CO,Cantù,1994-07-01,NA,45.73083672267427,9.125734327022926,SB
12603,655,Cadmium,Darfo (aria),221,BS,Darfo Boario Terme,2008-04-18,NA,45.87460210989037,10.17735680898138,SB
5948,625,NO2,Casalmaggiore - via Volta $,23,CR,Casalmaggiore,1996-05-19,2007-02-21,44.980660403835316,10.427376916159512,NA
6005,627,Benzene,Cremona - p.zza Cadorna,39,CR,Cremona,2002-05-16,NA,45.13194691285173,10.015741513336042,UT
6857,660,Ozone,Ospitaletto,155,BS,Ospitaletto,2000-06-29,2004-02-25,45.55325139975436,10.084916143968398,NA
5647,528,Sulfur_dioxide,Milano - Verziere,116,MI,Milano,1988-12-07,2004-03-01,45.463346740666545,9.195324807668857,UT
6856,660,NOx,Ospitaletto,155,BS,Ospitaletto,1990-01-01,2018-07-30,45.55325139975436,10.084916143968398,NA
20104,592,PM2.5,Treviglio,191,BG,Treviglio,2015-03-01,NA,45.51933498138716,9.592009994888425,UT
5845,569,CO,Sondrio - via Mazzini,307,SO,Sondrio,1993-11-01,NA,46.16796681227828,9.87014407497457,UT
5649,543,Sulfur_dioxide,Vimercate,194,MB,Vimercate,1994-12-23,2003-10-16,45.614920870442226,9.368396161785157,NA
6400,560,NOx,Varese - via Copelli,383,VA,Varese,2003-08-07,NA,45.816973233263674,8.820240707158211,UT
6613,583,PM_tot,Bergamo - via Meucci,249,BG,Bergamo,2004-06-22,2000-07-02,45.69103740547214,9.643650579461385,UB
5850,557,CO,Lonate Pozzolo,204,VA,Lonate Pozzolo,1996-12-05,2012-01-04,45.59402351710858,8.7407965765392,NA
10301,574,Benzene,Lecco - Via Amendola,214,LC,Lecco,2006-11-07,NA,45.850191194578535,9.395577066893223,UT
6909,536,PM10,Arese,157,MI,Arese,2002-01-18,2018-07-30,45.543433254501636,9.080725831284644,NA
6294,512,NOx,Carate Brianza,250,MB,Carate Brianza,1994-10-27,2018-07-30,45.672024734078455,9.234591661788048,NA
9857,673,NO2,Voghera - via Pozzoni,90,PV,Voghera,2005-07-28,NA,44.99954598914026,9.008437381815693,UB
6793,653,PM_tot,Brescia - via Ziziola,125,BS,Brescia,2005-07-19,2013-11-17,45.51455919056731,10.218463502801265,NA
5532,529,NO2,Cinisello Balsamo,149,MI,Cinisello Balsamo,1988-11-24,NA,45.55232578741208,9.227764233272634,UT
20443,681,NO2,Moggio,1194,LC,Moggio,2007-03-16,NA,45.91278752030292,9.497538167653424,RB
10286,706,NO2,Lecco - Via Sora,272,LC,Lecco,2007-06-27,NA,45.86374884127965,9.399950344681852,UB
5658,552,Sulfur_dioxide,Varese - Vidoletti,425,VA,Varese,1991-12-23,NA,45.83690077655548,8.80392612667495,UB
5715,505,Ozone,Legnano,199,MI,Legnano,1990-01-11,2018-01-01,45.596133932132915,8.91881399306327,NA
20358,504,PM2.5,Sesto S.Giovanni,139,MI,Sesto San Giovanni,2017-01-01,NA,45.53476576509224,9.236107923411636,UT
6722,644,PM_tot,Vigevano - viale  Petrarca,107,PV,Vigevano,2002-05-29,2002-06-05,45.326401500542325,8.860310253579987,UB
5570,567,NO2,Chiavenna,333,SO,Chiavenna,1993-10-28,2018-07-30,46.320803497826546,9.395590913257395,NA
6881,665,Sulfur_dioxide,Viadana,37,MN,Viadana,2003-10-03,2011-12-29,44.92469404955067,10.517502067117825,NA
5520,517,NO2,Turbigo,141,MI,Turbigo,1990-01-11,NA,45.52655086994247,8.736496578379215,UB
10584,1274,Ozone,Perledo,212,LC,Perledo,2010-09-01,NA,46.01582830438376,9.286409208680807,RB
12640,548,Lead,Milano - via Senato,118,MI,Milano,2008-07-09,NA,45.470499014097,9.197460360112531,UT
5662,592,Sulfur_dioxide,Treviglio,191,BG,Treviglio,1991-06-02,NA,45.51933498138716,9.592009994888425,UT
6382,569,NOx,Sondrio - via Mazzini,307,SO,Sondrio,1993-11-01,NA,46.16796681227828,9.87014407497457,UT
10273,705,PM10,Milano - Pascal Città Studi,122,MI,Milano,2007-04-21,NA,45.47899606168744,9.235491038497502,UB
17085,569,Cadmium,Sondrio - via Mazzini,307,SO,Sondrio,2008-04-01,2011-12-26,46.16796681227828,9.87014407497457,UT
12583,1303,Ammonia,Cremona - via Gerre Borghi,36,CR,Cremona,2012-01-01,2017-01-01,45.10953938027215,10.069230734956498,RB
5515,512,NO2,Carate Brianza,250,MB,Carate Brianza,1994-10-27,2018-07-30,45.672024734078455,9.234591661788048,NA
5825,531,CO,Limito,114,MI,Pioltello,1994-11-11,NA,45.48363035323249,9.327360033215145,UB
10323,707,NOx,Mortara,108,PV,Mortara,2007-10-04,2017-01-01,45.254728720788826,8.74415437971093,UB
