IDSensor,IDStation,Pollutant,NameStation,Altitude,Province,City,DateStart,DateStop,Latitude,Longitude,Typology
5822,505,CO,Legnano,199,MI,Legnano,1990-01-19,2011-07-27,45.596133932132915,8.91881399306327,NA
30166,652,Benzene,Brescia - via Turati,154,BS,Brescia,2016-01-01,NA,45.539529434955995,10.231785907477223,UT
5854,552,CO,Varese - Vidoletti,425,VA,Varese,1991-12-23,2012-01-04,45.83690077655548,8.80392612667495,UB
5604,601,NO2,Montanaso,84,LO,Montanaso Lombardo,2000-01-13,2017-01-01,45.33613100905199,9.45255388178171,RI
6328,501,NOx,Milano - viale Marche,129,MI,Milano,1980-09-18,NA,45.49631644365102,9.190933555313624,UT
9976,679,PM10,Valmadrera,247,LC,Valmadrera,2006-02-11,NA,45.842207261022544,9.351658166127958,SB
6925,571,PM10,Bormio,1225,SO,Bormio,2003-04-18,NA,46.46952397132585,10.375432759159036,UB
6394,559,NOx,Somma Lombardo - MXP,210,VA,Somma Lombardo,2000-03-21,2018-07-30,45.649537127292405,8.71269145828479,NA
6318,505,NOx,Legnano,199,MI,Legnano,1990-01-10,2018-07-30,45.596133932132915,8.91881399306327,NA
6635,508,PM_tot,Cassano d`Adda - Via di Vona,133,MI,Cassano d'Adda,1984-12-10,2005-11-14,45.52000867032165,9.512220968943545,NA
6274,598,NOx,S.Rocco al Porto,50,LO,San Rocco al Porto,2002-01-24,NA,45.081986696978625,9.70078817718398,SB
17127,501,Benzene,Milano - viale Marche,129,MI,Milano,2012-09-13,NA,45.49631644365102,9.190933555313624,UT
6412,627,NOx,Cremona - p.zza Cadorna,39,CR,Cremona,2002-01-01,NA,45.13194691285173,10.015741513336042,UT
6888,666,Ozone,Porto Mantovano,29,MN,Porto Mantovano,2004-06-01,2018-01-01,45.19554009017032,10.79726229869026,NA
5507,504,NO2,Sesto S.Giovanni,139,MI,Sesto San Giovanni,1980-12-18,NA,45.53476576509224,9.236107923411636,UT
5672,586,Sulfur_dioxide,Costa Volpino,192,BG,Costa Volpino,1993-07-26,2003-06-03,45.82715793876258,10.09706172418631,NA
5630,531,Sulfur_dioxide,Limito,114,MI,Pioltello,1989-05-07,NA,45.48363035323249,9.327360033215145,UB
10176,703,PM2.5,Schivenoglia,NA,MN,Schivenoglia,2006-12-13,NA,45.016877820755425,11.07609463264049,RB
10484,1266,PM10,Bertonico,65,LO,Bertonico,2009-08-03,NA,45.23349364130374,9.666250375296032,RB
10331,709,NO2,Vigevano - via Valletta,109,PV,Vigevano,2007-08-08,NA,45.303607869655714,8.844804609965438,UB
6200,590,NOx,Ponte S.Pietro,225,BG,Ponte San Pietro,1990-07-04,2013-05-26,45.696081938463465,9.587784018279269,NA
10474,1267,Benzene,Turano,65,LO,Turano Lodigiano,2010-01-01,2017-03-31,45.25028308918456,9.62125819274314,NA
6210,594,NOx,Bergamo - via Goisis,290,BG,Bergamo,1996-09-14,2018-07-30,45.715912469852206,9.688958745309764,NA
10352,517,PM10,Turbigo,141,MI,Turbigo,2008-01-01,NA,45.52655086994247,8.736496578379215,UB
12597,609,Cadmium,Casirate d`Adda,108,BG,Casirate d'Adda,2008-04-24,NA,45.49822713394494,9.556232262351761,RB
12667,703,Nikel,Schivenoglia,NA,MN,Schivenoglia,2008-02-23,NA,45.016877820755425,11.07609463264049,RB
5717,531,Ozone,Limito,114,MI,Pioltello,1989-05-13,NA,45.48363035323249,9.327360033215145,UB
10083,695,PM10,Ponti sul Mincio,113,MN,Ponti sul Mincio,2006-12-20,NA,45.41277169168634,10.683357343786835,SB
12669,703,Cadmium,Schivenoglia,NA,MN,Schivenoglia,2008-02-23,NA,45.016877820755425,11.07609463264049,RB
6348,509,NOx,Rivolta d` Adda - via Beccaria,101,CR,Rivolta d'Adda,1991-01-12,2018-01-01,45.46855301694732,9.511345333837518,NA
6945,633,PM10,Soresina,70,CR,Soresina,2000-02-04,NA,45.28397715446764,9.863398419993635,ST
6675,567,PM_tot,Chiavenna,333,SO,Chiavenna,1993-10-27,2002-10-02,46.320803497826546,9.395590913257395,NA
10036,673,Benzene,Voghera - via Pozzoni,90,PV,Voghera,2005-07-28,NA,44.99954598914026,9.008437381815693,UB
5534,531,NO2,Limito,114,MI,Pioltello,1989-05-23,NA,45.48363035323249,9.327360033215145,UB
6889,667,NO2,Marmirolo - Bosco Fontana,22,MN,Marmirolo,2003-01-01,2018-07-30,45.20817903938493,10.74263625117323,NA
6689,642,CO,Pavia - via Folperti,77,PV,Pavia,2002-06-01,2012-01-04,45.19467609907785,9.164638300630086,UB
5691,608,Sulfur_dioxide,Codogno - via Trento,59,LO,Codogno,2000-01-13,NA,45.15937280234111,9.69814824935254,UT
6372,503,NOx,Milano - P.zza  Zavattari,122,MI,Milano,1980-09-18,2018-07-30,45.47606340509791,9.141786267186658,NA
5625,502,Sulfur_dioxide,Milano - via Juvara,122,MI,Milano,1968-01-12,2007-07-18,45.473225708577175,9.222315138737468,NA
17284,1374,Ammonia,Monza Parco,181,MB,Monza,2013-02-08,NA,45.60123219955139,9.27507265782848,SB
10438,1264,PM2.5,Sondrio - via Paribelli,290,SO,Sondrio,2008-11-11,NA,46.167852440665115,9.879209924469903,UB
10285,706,NOx,Lecco - Via Sora,272,LC,Lecco,2007-06-28,NA,45.86374884127965,9.399950344681852,UB
5688,578,Sulfur_dioxide,Varenna $,220,LC,Varenna,1991-02-17,2001-03-20,46.00942283474235,9.285304059583972,NA
10329,708,NOx,Parona,112,PV,Parona,2007-10-01,NA,45.281935610357905,8.754334594539825,UI
6386,558,NOx,Busto Arsizio - Accam,206,VA,Busto Arsizio,1998-12-06,NA,45.582894292717725,8.842165456706075,SB
5676,561,Sulfur_dioxide,Como - viale Cattaneo,202,CO,Como,1991-02-17,NA,45.81504286011291,9.06697137484454,UT
6224,586,NOx,Costa Volpino,192,BG,Costa Volpino,1993-07-26,2018-07-30,45.82715793876258,10.09706172418631,NA
10437,1264,Ozone,Sondrio - via Paribelli,290,SO,Sondrio,2009-01-04,NA,46.167852440665115,9.879209924469903,UB
5573,570,NO2,Tirano - viale Italia,439,SO,Tirano,1993-11-01,2018-07-30,46.21774621439411,10.156470232146322,NA
6402,552,NOx,Varese - Vidoletti,425,VA,Varese,1991-12-23,NA,45.83690077655548,8.80392612667495,UB
5611,608,NO2,Codogno - via Trento,59,LO,Codogno,2000-01-13,NA,45.15937280234111,9.69814824935254,UT
5631,546,Sulfur_dioxide,Magenta,137,MI,Magenta,1995-04-22,NA,45.462415791106615,8.880210433125571,UB
5952,626,Ozone,Corte de Cortesi,57,CR,Corte de' Cortesi con Cignone,1996-05-17,NA,45.27848755478839,10.006202391204335,RB
5623,610,Sulfur_dioxide,Groppello d`Adda $,141,MI,Cassano d'Adda,1980-09-18,2005-10-27,45.54735712557429,9.482556888751144,NA
6226,587,NOx,Casnigo - via Europa $,514,BG,Casnigo,1989-11-08,2005-05-05,45.81463898053286,9.867700614310943,NA
12620,542,Arsenic,Meda,222,MB,Meda,2008-04-18,NA,45.66176219189168,9.156643984551597,UT
9996,682,NOx,Ferrera Erbognone - ENI,88,PV,Ferrera Erbognone,2006-01-21,NA,45.11350314482957,8.874064848882607,RI
10123,699,Ozone,Magnacavallo,11,MN,Magnacavallo,2006-11-29,NA,45.00514152134826,11.178388087213916,NA
6630,602,PM_tot,Melegnano,83,MI,Melegnano,2000-01-13,2011-01-01,45.35428575070997,9.329243424113708,NA
6614,584,PM_tot,Bergamo - via Garibaldi,249,BG,Bergamo,1994-06-15,2005-10-21,45.69568034432694,9.66124914606551,UT
9984,669,PM2.5,Brescia - Villaggio Sereno,70,BS,Brescia,2006-06-06,NA,45.513038818653754,10.19194188877931,UB
6340,547,NOx,Milano - Parco Lambro,123,MI,Milano,1995-04-21,2018-07-30,45.499583690483405,9.247326889507654,NA
6646,514,PM_tot,Rho - via Statuto,152,MI,Rho,1991-10-11,1999-06-09,45.523425662003476,9.044599871111005,UB
9915,591,PM2.5,Seriate,256,BG,Seriate,2005-11-28,2018-07-30,45.68635606439914,9.714947917631529,NA
10501,655,PM10,Darfo (aria),221,BS,Darfo Boario Terme,2008-12-23,NA,45.87460210989037,10.17735680898138,SB
6617,587,PM_tot,Casnigo - via Europa $,514,BG,Casnigo,1989-11-08,2003-01-03,45.81463898053286,9.867700614310943,NA
9888,583,CO,Bergamo - via Meucci,249,BG,Bergamo,2005-03-11,NA,45.69103740547214,9.643650579461385,UB
30160,655,NO2,Darfo (aria),221,BS,Darfo Boario Terme,2013-12-13,NA,45.87460210989037,10.17735680898138,SB
10458,1266,NO2,Bertonico,65,LO,Bertonico,2009-08-03,NA,45.23349364130374,9.666250375296032,RB
12587,1303,NOx,Cremona - via Gerre Borghi,36,CR,Cremona,2011-10-14,2017-01-01,45.10953938027215,10.069230734956498,RB
5809,600,CO,Lodi - viale Vignati,80,LO,Lodi,1999-12-30,NA,45.30601298752377,9.48526286320174,UT
5646,517,Sulfur_dioxide,Turbigo,141,MI,Turbigo,1982-03-08,NA,45.52655086994247,8.736496578379215,UB
10149,701,PM10,Ostiglia - via Colombo,14,MN,Ostiglia,2007-01-01,2017-01-01,45.073311155731965,11.137034007299844,UB
6736,645,PM_tot,Voghera - viale Repubblica $,100,PV,Voghera,2002-03-07,2006-10-01,44.98586313155348,9.007128842722402,NA
6290,536,NOx,Arese,157,MI,Arese,1991-10-22,2018-07-30,45.543433254501636,9.080725831284644,NA
5789,591,CO,Seriate,256,BG,Seriate,1991-10-31,2011-09-13,45.68635606439914,9.714947917631529,NA
5769,566,PM10,Olgiate Comasco - via Roma $,404,CO,Olgiate Comasco,1995-02-01,2010-04-15,45.78389725453634,8.966397886811311,NA
20005,548,BlackCarbon,Milano - via Senato,118,MI,Milano,2013-09-30,NA,45.470499014097,9.197460360112531,UT
12017,1297,NO2,Spinadesco,48,CR,Spinadesco,2011-02-08,NA,45.150468869856816,9.930596472272326,RI
10119,699,NO2,Magnacavallo,11,MN,Magnacavallo,2006-11-29,NA,45.00514152134826,11.178388087213916,NA
6208,595,NOx,Filago - via Don Milani,190,BG,Filago,1992-03-06,NA,45.63386450908066,9.556084255790864,UB
6907,513,PM10,Trezzo d`Adda,199,MI,Trezzo sull'Adda,2001-04-03,2017-01-01,45.61369175877737,9.50812248390592,SB
5505,502,NO2,Milano - via Juvara,122,MI,Milano,1977-05-06,2007-06-11,45.473225708577175,9.222315138737468,NA
5732,573,Ozone,Colico,229,LC,Colico,1996-11-06,NA,46.1381409051264,9.384687247651794,SB
17083,569,Nikel,Sondrio - via Mazzini,307,SO,Sondrio,2008-04-01,2011-12-26,46.16796681227828,9.87014407497457,UT
10413,1263,PM10,Villa di Serio,280,BG,Villa di Serio,2008-10-07,2018-07-30,45.73589144532835,9.738394788043442,NA
12692,560,Cadmium,Varese - via Copelli,383,VA,Varese,2008-04-01,NA,45.816973233263674,8.820240707158211,UT
5683,573,Sulfur_dioxide,Colico,229,LC,Colico,1991-02-17,NA,46.1381409051264,9.384687247651794,SB
5957,628,Ozone,Cremona - p.zza Libertà $,61,CR,Cremona,1992-11-01,2006-04-04,45.13737896273478,10.032359066275932,NA
5792,594,CO,Bergamo - via Goisis,290,BG,Bergamo,1996-07-09,2018-07-30,45.715912469852206,9.688958745309764,NA
17084,569,Arsenic,Sondrio - via Mazzini,307,SO,Sondrio,2008-04-01,2011-12-26,46.16796681227828,9.87014407497457,UT
6734,645,NOx,Voghera - viale Repubblica $,100,PV,Voghera,2003-06-01,2012-10-15,44.98586313155348,9.007128842722402,NA
20442,681,NO,Moggio,1194,LC,Moggio,2007-03-16,NA,45.91278752030292,9.497538167653424,RB
6344,549,NOx,Milano - P.zza Abbiategrasso,111,MI,Milano,1995-05-20,2018-07-30,45.432197305733055,9.182138919080943,NA
6272,601,NOx,Montanaso,84,LO,Montanaso Lombardo,2000-01-13,2017-01-01,45.33613100905199,9.45255388178171,RI
12596,609,Arsenic,Casirate d`Adda,108,BG,Casirate d'Adda,2008-04-24,NA,45.49822713394494,9.556232262351761,RB
10166,703,Benzene,Schivenoglia,NA,MN,Schivenoglia,2006-11-29,NA,45.016877820755425,11.07609463264049,RB
6947,643,PM10,Pavia - p.zza Minerva,77,PV,Pavia,2002-06-06,NA,45.18632908049483,9.146666041286784,UT
6414,628,CO,Cremona - p.zza Libertà $,61,CR,Cremona,1994-11-14,2006-04-04,45.13737896273478,10.032359066275932,NA
5618,529,Sulfur_dioxide,Cinisello Balsamo,149,MI,Cinisello Balsamo,1988-08-10,1999-05-04,45.55232578741208,9.227764233272634,UT
9924,677,CO,Cremona - Via Fatebenefratelli,43,CR,Cremona,2006-04-08,NA,45.14254063221695,10.043836158369393,UB
6388,555,NOx,Busto Arsizio - via Magenta,222,VA,Busto Arsizio,1991-05-25,2018-07-30,45.610736040012604,8.850115752092071,NA
10483,1265,PM10,Lodi - S. Alberto,76,LO,Lodi,2009-08-03,NA,45.302783503095775,9.495273696926324,UB
5518,515,NO2,Pero,141,MI,Pero,1986-12-10,2018-07-30,45.509852266792514,9.089972020337333,NA
12639,548,Cadmium,Milano - via Senato,118,MI,Milano,2008-07-09,NA,45.470499014097,9.197460360112531,UT
10103,697,PM10,Borgofranco - loc. Bonizzo,14,MN,Borgofranco sul Po,2007-01-01,NA,45.04650153816735,11.18093581912755,SB
10343,708,PM10,Parona,112,PV,Parona,2007-09-28,NA,45.281935610357905,8.754334594539825,UI
5558,555,NO2,Busto Arsizio - via Magenta,222,VA,Busto Arsizio,1991-05-25,2018-07-30,45.610736040012604,8.850115752092071,NA
5963,631,NO2,Piadena,30,CR,Piadena,1992-11-30,2018-07-30,45.12979322367744,10.379831668522419,NA
6958,569,PM10,Sondrio - via Mazzini,307,SO,Sondrio,1999-12-08,NA,46.16796681227828,9.87014407497457,UT
5744,555,Ozone,Busto Arsizio - via Magenta,222,VA,Busto Arsizio,1991-05-25,2018-01-01,45.610736040012604,8.850115752092071,NA
6234,564,NOx,Erba - via Battisti,279,CO,Erba,2009-06-13,NA,45.808573806922965,9.221779204488435,UB
9900,508,Ozone,Cassano d`Adda - Via di Vona,133,MI,Cassano d'Adda,2005-12-01,2018-01-01,45.52000867032165,9.512220968943545,NA
6715,644,NO2,Vigevano - viale  Petrarca,107,PV,Vigevano,2004-01-24,2012-02-02,45.326401500542325,8.860310253579987,UB
5719,542,Ozone,Meda,222,MB,Meda,1995-11-01,NA,45.66176219189168,9.156643984551597,UT
5660,590,Sulfur_dioxide,Ponte S.Pietro,225,BG,Ponte San Pietro,1990-07-04,2006-06-20,45.696081938463465,9.587784018279269,NA
6384,570,NOx,Tirano - viale Italia,439,SO,Tirano,1993-11-01,2018-07-30,46.21774621439411,10.156470232146322,NA
10511,1269,CO,Dalmine - via Verdi,207,BG,Dalmine,2010-02-12,NA,45.64970251236247,9.601223338785262,UT
10457,1266,NOx,Bertonico,65,LO,Bertonico,2009-08-03,NA,45.23349364130374,9.666250375296032,RB
6296,508,NOx,Cassano d`Adda - Via di Vona,133,MI,Cassano d'Adda,1984-12-14,2018-01-01,45.52000867032165,9.512220968943545,NA
5836,538,CO,Settimo Milanese,132,MI,Settimo Milanese,1992-07-28,2011-07-14,45.480268785554635,9.056862031759728,NA
5607,604,NO2,Tavazzano,85,LO,Tavazzano con Villavesco,2000-01-13,NA,45.33036100181227,9.414644726627262,SB
5615,512,Sulfur_dioxide,Carate Brianza,250,MB,Carate Brianza,1994-10-27,2003-10-21,45.672024734078455,9.234591661788048,NA
5673,587,Sulfur_dioxide,Casnigo - via Europa $,514,BG,Casnigo,1989-11-08,2003-06-03,45.81463898053286,9.867700614310943,NA
5644,519,Sulfur_dioxide,Tribiano $,94,MI,Tribiano,1982-03-08,2006-03-29,45.40554635277101,9.370994067584798,NA
5738,607,Ozone,Abbadia Cerreto,64,LO,Abbadia Cerreto,2001-04-10,NA,45.309502269282255,9.585790416120414,NA
6252,576,NOx,Merate,279,LC,Merate,1991-01-01,NA,45.69795198970243,9.406190938686596,UT
6701,643,NO2,Pavia - p.zza Minerva,77,PV,Pavia,2002-03-03,NA,45.18632908049483,9.146666041286784,UT
6862,661,CO,Rezzato,147,BS,Rezzato,1999-11-24,NA,45.51570829484459,10.336240422996532,SI
6733,645,CO,Voghera - viale Repubblica $,100,PV,Voghera,2002-03-07,2012-01-04,44.98586313155348,9.007128842722402,NA
5637,549,Sulfur_dioxide,Milano - P.zza Abbiategrasso,111,MI,Milano,1995-05-20,2003-03-06,45.432197305733055,9.182138919080943,NA
6059,513,Benzene,Trezzo d`Adda,199,MI,Trezzo sull'Adda,2001-04-02,2002-02-19,45.61369175877737,9.50812248390592,SB
5517,514,NO2,Rho - via Statuto,152,MI,Rho,1991-10-03,NA,45.523425662003476,9.044599871111005,UB
5557,554,NO2,Saronno - via Santuario,212,VA,Saronno,1997-03-28,NA,45.626218960836006,9.04006309067821,UB
6885,666,NO2,Porto Mantovano,29,MN,Porto Mantovano,2003-09-26,2018-07-30,45.19554009017032,10.79726229869026,NA
9854,672,CO,Cornale (Voghera Energia),74,PV,Cornale,2005-07-29,NA,45.04007657202963,8.914144599002409,RB
6638,505,PM_tot,Legnano,199,MI,Legnano,1990-03-12,2010-11-11,45.596133932132915,8.91881399306327,NA
5550,547,NO2,Milano - Parco Lambro,123,MI,Milano,1995-04-21,2018-07-30,45.499583690483405,9.247326889507654,NA
6083,559,Benzene,Somma Lombardo - MXP,210,VA,Somma Lombardo,2000-03-21,2018-07-30,45.649537127292405,8.71269145828479,NA
6618,588,PM_tot,Tavernola Bergamasca,191,BG,Tavernola Bergamasca,1990-08-08,2004-03-30,45.71629992411727,10.044765999368437,SI
10005,684,NO2,Truccazzano,105,MI,Truccazzano,2006-02-17,2018-01-01,45.48455813667995,9.471348388974729,NA
12617,670,Benzo_a_pyrene,Mantova - S.Agnese,22,MN,Mantova,2008-02-19,NA,45.16056833010576,10.79556411370788,UB
6652,571,PM_tot,Bormio,1225,SO,Bormio,1993-11-01,2003-04-16,46.46952397132585,10.375432759159036,UB
10335,709,PM10,Vigevano - via Valletta,109,PV,Vigevano,2007-08-08,NA,45.303607869655714,8.844804609965438,UB
6807,655,Sulfur_dioxide,Darfo (aria),221,BS,Darfo Boario Terme,1999-01-01,2009-11-13,45.87460210989037,10.17735680898138,SB
5965,633,NO2,Soresina,70,CR,Soresina,1999-10-16,NA,45.28397715446764,9.863398419993635,ST
6316,537,NOx,Lainate,176,MI,Lainate,1991-09-25,2013-09-12,45.56753666798259,9.025796665025974,NA
20157,642,PM2.5,Pavia - via Folperti,77,PV,Pavia,2013-11-20,NA,45.19467609907785,9.164638300630086,UB
10473,1267,NOx,Turano,65,LO,Turano Lodigiano,2009-08-03,2017-03-31,45.25028308918456,9.62125819274314,NA
20156,642,Ammonia,Pavia - via Folperti,77,PV,Pavia,2013-11-20,NA,45.19467609907785,9.164638300630086,UB
5721,545,Ozone,Motta Visconti (aria),100,MI,Motta Visconti,1998-03-17,NA,45.281956197427846,8.988562726793255,SB
6745,647,Sulfur_dioxide,Breno,342,BS,Breno,1992-06-09,2003-11-18,45.956830532998445,10.301058339435231,NA
10095,697,NOx,Borgofranco - loc. Bonizzo,14,MN,Borgofranco sul Po,2006-11-29,NA,45.04650153816735,11.18093581912755,SB
10173,703,PM10,Schivenoglia,NA,MN,Schivenoglia,2007-01-01,NA,45.016877820755425,11.07609463264049,RB
10048,688,Sulfur_dioxide,Scaldasole - AGIP,88,PV,Scaldasole,2007-01-01,2017-01-01,45.12439458258305,8.911754872280346,RB
5847,558,CO,Busto Arsizio - Accam,206,VA,Busto Arsizio,1998-12-06,NA,45.582894292717725,8.842165456706075,SB
5953,627,NO2,Cremona - p.zza Cadorna,39,CR,Cremona,1997-12-12,NA,45.13194691285173,10.015741513336042,UT
5697,613,Sulfur_dioxide,Spino d`Adda - SP1 $,80,CR,Spino d'Adda,2000-01-13,2006-04-13,45.389753164229845,9.489402571088535,NA
10197,697,PM2.5,Borgofranco - loc. Bonizzo,14,MN,Borgofranco sul Po,2006-12-01,NA,45.04650153816735,11.18093581912755,SB
6405,625,NOx,Casalmaggiore - via Volta $,23,CR,Casalmaggiore,2002-01-01,2007-02-21,44.980660403835316,10.427376916159512,NA
10299,653,Benzene,Brescia - via Ziziola,125,BS,Brescia,1997-10-15,2018-07-30,45.51455919056731,10.218463502801265,NA
5522,519,NO2,Tribiano $,94,MI,Tribiano,1993-09-17,2006-04-13,45.40554635277101,9.370994067584798,NA
6705,643,CO,Pavia - p.zza Minerva,77,PV,Pavia,2002-03-03,NA,45.18632908049483,9.146666041286784,UT
6418,629,CO,Crema - via XI febbraio,79,CR,Crema,1996-05-17,NA,45.366309078194334,9.703945513613167,SB
10007,684,CO,Truccazzano,105,MI,Truccazzano,2006-02-17,2018-01-01,45.48455813667995,9.471348388974729,NA
5654,556,Sulfur_dioxide,Gallarate - P.zza S.Lorenzo,240,VA,Gallarate,1991-06-25,2001-03-26,45.65745982503037,8.797570832831466,NA
9896,609,NOx,Casirate d`Adda,108,BG,Casirate d'Adda,2005-11-10,NA,45.49822713394494,9.556232262351761,RB
10282,705,Ozone,Milano - Pascal Città Studi,122,MI,Milano,2007-06-16,NA,45.47899606168744,9.235491038497502,UB
20155,690,PM10,Casoni - AGIP,73,PV,Mezzana Bigli,2013-11-20,NA,45.069658641385914,8.86888929943922,RB
17285,1374,NOx,Monza Parco,181,MB,Monza,2013-05-01,NA,45.60123219955139,9.27507265782848,SB
10449,560,PM2.5,Varese - via Copelli,383,VA,Varese,2009-09-01,NA,45.816973233263674,8.820240707158211,UT
5663,593,Sulfur_dioxide,Ciserano,159,BG,Ciserano,1991-06-13,2003-06-03,45.591548429500484,9.606127731575759,NA
5706,530,Ozone,Agrate,162,MB,Agrate Brianza,1996-03-27,2018-01-01,45.57578475922807,9.354105650819204,NA
6929,576,PM10,Merate,279,LC,Merate,2000-01-01,NA,45.69795198970243,9.406190938686596,UT
10145,701,CO,Ostiglia - via Colombo,14,MN,Ostiglia,2006-11-29,2017-01-01,45.073311155731965,11.137034007299844,UB
9972,679,Ozone,Valmadrera,247,LC,Valmadrera,2006-02-21,NA,45.842207261022544,9.351658166127958,SB
12619,542,Nikel,Meda,222,MB,Meda,2008-04-18,NA,45.66176219189168,9.156643984551597,UT
5733,574,Ozone,Lecco - Via Amendola,214,LC,Lecco,1991-02-17,2007-03-28,45.850191194578535,9.395577066893223,UT
6820,656,PM_tot,Gambara,47,BS,Gambara,1990-02-16,2004-08-10,45.24954362474624,10.299119496064078,RB
10336,709,PM_tot,Vigevano - via Valletta,109,PV,Vigevano,2007-08-07,NA,45.303607869655714,8.844804609965438,UB
9991,681,Ozone,Moggio,1194,LC,Moggio,2006-07-12,NA,45.91278752030292,9.497538167653424,RB
5577,574,NO2,Lecco - Via Amendola,214,LC,Lecco,1991-02-17,NA,45.850191194578535,9.395577066893223,UT
6238,562,NOx,Mariano Comense,256,CO,Mariano Comense,1991-01-01,2015-03-01,45.68865731381679,9.180657768638271,NA
5787,589,CO,Nembro $,309,BG,Nembro,1994-12-01,2007-03-14,45.743036830343144,9.760535572770022,NA
5816,512,CO,Carate Brianza,250,MB,Carate Brianza,1994-10-25,2011-07-01,45.672024734078455,9.234591661788048,NA
6898,668,NO2,Mantova - Lunetta 2,25,MN,Mantova,2003-01-01,2018-07-30,45.157985278189244,10.823931433968092,NA
5643,538,Sulfur_dioxide,Settimo Milanese,132,MI,Settimo Milanese,1992-05-19,2003-08-26,45.480268785554635,9.056862031759728,NA
9890,674,PM10,Monza - via Machiavelli,162,MB,Monza,2005-11-18,NA,45.58026348442243,9.273573092713274,UB
10326,708,NO2,Parona,112,PV,Parona,2007-10-01,NA,45.281935610357905,8.754334594539825,UI
5551,548,NO2,Milano - via Senato,118,MI,Milano,1995-04-21,NA,45.470499014097,9.197460360112531,UT
5597,594,NO2,Bergamo - via Goisis,290,BG,Bergamo,1996-09-14,2018-07-30,45.715912469852206,9.688958745309764,NA
10141,701,NOx,Ostiglia - via Colombo,14,MN,Ostiglia,2006-11-29,2017-01-01,45.073311155731965,11.137034007299844,UB
6380,572,NOx,Morbegno - via Cortivacci,262,SO,Morbegno,1999-01-13,NA,46.132282960003735,9.566179893984474,UB
12671,703,Benzo_a_pyrene,Schivenoglia,NA,MN,Schivenoglia,2008-02-22,NA,45.016877820755425,11.07609463264049,RB
10350,532,Ozone,Cuggiono,156,MI,Cuggiono,2007-02-28,2017-01-01,45.5014842949991,8.804453762398397,NA
6216,597,NOx,Lallio,212,BG,Lallio,2000-04-13,2017-01-01,45.65966391792855,9.618568761257565,UT
6594,613,NO2,Spino d`Adda - SP1 $,80,CR,Spino d'Adda,2000-01-13,2006-04-13,45.389753164229845,9.489402571088535,NA
9859,673,CO,Voghera - via Pozzoni,90,PV,Voghera,2005-07-05,NA,44.99954598914026,9.008437381815693,UB
5796,586,CO,Costa Volpino,192,BG,Costa Volpino,1993-07-26,2011-09-12,45.82715793876258,10.09706172418631,NA
6655,555,PM_tot,Busto Arsizio - via Magenta,222,VA,Busto Arsizio,1991-05-25,2006-06-19,45.610736040012604,8.850115752092071,NA
10029,685,PM_tot,Calusco d' Adda,273,BG,Calusco d'Adda,2006-05-05,2017-01-01,45.69042907854514,9.484260927647789,SB
6605,590,PM_tot,Ponte S.Pietro,225,BG,Ponte San Pietro,1990-09-18,2000-01-28,45.696081938463465,9.587784018279269,NA
10270,655,Ozone,Darfo (aria),221,BS,Darfo Boario Terme,2007-01-01,NA,45.87460210989037,10.17735680898138,SB
10167,703,NO2,Schivenoglia,NA,MN,Schivenoglia,2006-11-29,NA,45.016877820755425,11.07609463264049,RB
6611,595,PM_tot,Filago - via Don Milani,190,BG,Filago,1991-12-07,2004-10-13,45.63386450908066,9.556084255790864,UB
6931,583,PM10,Bergamo - via Meucci,249,BG,Bergamo,2000-07-03,NA,45.69103740547214,9.643650579461385,UB
5740,567,Ozone,Chiavenna,333,SO,Chiavenna,1996-05-30,2018-01-01,46.320803497826546,9.395590913257395,NA
5813,511,CO,Abbiategrasso,118,MI,Abbiategrasso,1997-11-02,2011-06-25,45.395404490146184,8.913416566778292,NA
6629,600,PM_tot,Lodi - viale Vignati,80,LO,Lodi,1999-12-30,2001-01-08,45.30601298752377,9.48526286320174,UT
12661,681,Nikel,Moggio,1194,LC,Moggio,2008-06-14,NA,45.91278752030292,9.497538167653424,RB
12531,1297,PM10,Spinadesco,48,CR,Spinadesco,2011-02-16,NA,45.150468869856816,9.930596472272326,RI
6798,654,NO2,Sarezzo - via Minelli,269,BS,Sarezzo,1990-02-18,NA,45.64962671224069,10.205090218837002,UB
6631,601,PM_tot,Montanaso,84,LO,Montanaso Lombardo,2000-01-13,2004-07-29,45.33613100905199,9.45255388178171,RI
6212,596,NOx,Osio Sotto,182,BG,Osio Sotto,2000-04-06,NA,45.62055567939559,9.611737821812373,SB
20197,598,PM10,S.Rocco al Porto,50,LO,San Rocco al Porto,2002-01-01,NA,45.081986696978625,9.70078817718398,SB
10159,702,Ozone,Pieve di Coriano,16,MN,Pieve di Coriano,2006-11-29,NA,45.03394281418463,11.116918109540054,NA
5540,537,NO2,Lainate,176,MI,Lainate,1991-09-25,2013-09-12,45.56753666798259,9.025796665025974,NA
20031,693,Ammonia,Sannazzaro de' Burgondi - AGIP,85,PV,Sannazzaro de' Burgondi,2013-10-24,NA,45.10276627684137,8.90417452771467,UI
5639,509,Sulfur_dioxide,Rivolta d` Adda - via Beccaria,101,CR,Rivolta d'Adda,1984-12-14,2008-06-12,45.46855301694732,9.511345333837518,NA
9804,670,NOx,Mantova - S.Agnese,22,MN,Mantova,2006-04-23,NA,45.16056833010576,10.79556411370788,UB
9739,608,PM10,Codogno - via Trento,59,LO,Codogno,2005-04-09,NA,45.15937280234111,9.69814824935254,UT
