"","Date","IDStation","PM2.5"
"4290",2018-01-02,649,26
"4291",2018-01-03,649,17
"4292",2018-01-04,649,29
"4293",2018-01-05,649,37
"4294",2018-01-06,649,38
"4295",2018-01-07,649,29
"4296",2018-01-08,649,9
"4297",2018-01-09,649,13
"4298",2018-01-10,649,14
"4299",2018-01-11,649,22
"4300",2018-01-12,649,17
"4301",2018-01-13,649,19
"4302",2018-01-14,649,27
"4303",2018-01-15,649,48
"4304",2018-01-16,649,54
"4305",2018-01-17,649,38
"4306",2018-01-18,649,17
"4307",2018-01-19,649,26
"4308",2018-01-20,649,22
"4309",2018-01-21,649,24
"4310",2018-01-22,649,14
"4311",2018-01-23,649,33
"4312",2018-01-24,649,41
"4313",2018-01-25,649,57
"4314",2018-01-26,649,79
"4315",2018-01-27,649,64
"4316",2018-01-28,649,42
"4317",2018-01-29,649,55
"4318",2018-01-30,649,47
"4319",2018-01-31,649,52
"4320",2018-02-01,649,24
"4321",2018-02-02,649,17
"4322",2018-02-03,649,20
"4323",2018-02-04,649,15
"4324",2018-02-05,649,10
"4325",2018-02-06,649,14
"4326",2018-02-07,649,28
"4327",2018-02-08,649,35
"4328",2018-02-09,649,38
"4329",2018-02-10,649,36
"4330",2018-02-11,649,33
"4331",2018-02-12,649,27
"4332",2018-02-13,649,13
"4333",2018-02-14,649,NA
"4334",2018-02-15,649,38
"4335",2018-02-16,649,61
"4336",2018-02-17,649,59
"4337",2018-02-18,649,51
"4338",2018-02-19,649,18
"4339",2018-02-20,649,31
"4340",2018-02-21,649,41
"4341",2018-02-22,649,36
"4342",2018-02-23,649,33
"4343",2018-02-24,649,35
"4344",2018-02-25,649,NA
"4345",2018-02-26,649,21
"4346",2018-02-27,649,26
"4347",2018-02-28,649,40
"4348",2018-03-01,649,54
"4349",2018-03-02,649,77
"4350",2018-03-03,649,55
"4351",2018-03-04,649,NA
"4352",2018-03-05,649,59
"4353",2018-03-06,649,49
"4354",2018-03-07,649,35
"4355",2018-03-08,649,30
"4356",2018-03-09,649,34
"4357",2018-03-10,649,24
"4358",2018-03-11,649,12
"4359",2018-03-12,649,15
"4360",2018-03-13,649,26
"4361",2018-03-14,649,27
"4362",2018-03-15,649,NA
"4363",2018-03-16,649,NA
"4364",2018-03-17,649,14
"4365",2018-03-18,649,6
"4366",2018-03-19,649,10
"4367",2018-03-20,649,23
"4368",2018-03-21,649,24
"4369",2018-03-22,649,20
"4370",2018-03-23,649,28
"4371",2018-03-24,649,18
"4372",2018-03-25,649,16
"4373",2018-03-26,649,39
"4374",2018-03-27,649,41
"4375",2018-03-28,649,32
"4376",2018-03-29,649,40
"4377",2018-03-30,649,18
"4378",2018-03-31,649,9
"4379",2018-04-01,649,9
"4380",2018-04-02,649,9
"4381",2018-04-03,649,19
"4382",2018-04-04,649,6
"4383",2018-04-05,649,29
"4384",2018-04-06,649,30
"4385",2018-04-07,649,36
"4386",2018-04-08,649,20
"4387",2018-04-09,649,18
"4388",2018-04-10,649,17
"4389",2018-04-11,649,5
"4390",2018-04-12,649,9
"4391",2018-04-13,649,11
"4392",2018-04-14,649,10
"4393",2018-04-15,649,9
"4394",2018-04-16,649,18
"4395",2018-04-17,649,24
"4396",2018-04-18,649,18
"4397",2018-04-19,649,17
"4398",2018-04-20,649,19
"4399",2018-04-21,649,19
"4400",2018-04-22,649,19
"4401",2018-04-23,649,22
"4402",2018-04-24,649,28
"4403",2018-04-25,649,23
"4404",2018-04-26,649,22
"4405",2018-04-27,649,13
"4406",2018-04-28,649,14
"4407",2018-04-29,649,14
"4408",2018-04-30,649,8
"4409",2018-05-01,649,5
"4410",2018-05-02,649,9
"4411",2018-05-03,649,22
"4412",2018-05-04,649,12
"4413",2018-05-05,649,15
"4414",2018-05-06,649,14
"4415",2018-05-07,649,13
"4416",2018-05-08,649,12
"4417",2018-05-09,649,7
"4418",2018-05-10,649,10
"4419",2018-05-11,649,12
"4420",2018-05-12,649,12
"4421",2018-05-13,649,9
"4422",2018-05-14,649,6
"4423",2018-05-15,649,7
"4424",2018-05-16,649,22
"4425",2018-05-17,649,12
"4426",2018-05-18,649,12
"4427",2018-05-19,649,8
"4428",2018-05-20,649,9
"4429",2018-05-21,649,9
"4430",2018-05-22,649,21
"4431",2018-05-23,649,9
"4432",2018-05-24,649,12
"4433",2018-05-25,649,17
"4434",2018-05-26,649,25
"4435",2018-05-27,649,10
"4436",2018-05-28,649,14
"4437",2018-05-29,649,13
"4438",2018-05-30,649,17
"4439",2018-05-31,649,19
"4440",2018-06-01,649,17
"4441",2018-06-02,649,18
"4442",2018-06-03,649,20
"4443",2018-06-04,649,13
"4444",2018-06-05,649,16
"4445",2018-06-06,649,14
"4446",2018-06-07,649,12
"4447",2018-06-08,649,9
"4448",2018-06-09,649,9
"4449",2018-06-10,649,13
"4450",2018-06-11,649,16
"4451",2018-06-12,649,15
"4452",2018-06-13,649,6
"4453",2018-06-14,649,6
"4454",2018-06-15,649,9
"4455",2018-06-16,649,11
"4456",2018-06-17,649,13
"4457",2018-06-18,649,12
"4458",2018-06-19,649,12
"4459",2018-06-20,649,12
"4460",2018-06-21,649,16
"4461",2018-06-22,649,13
"4462",2018-06-23,649,7
"4463",2018-06-24,649,6
"4464",2018-06-25,649,9
"4465",2018-06-26,649,7
"4466",2018-06-27,649,9
"4467",2018-06-28,649,8
"4468",2018-06-29,649,12
"4469",2018-06-30,649,11
"4470",2018-07-01,649,13
"4471",2018-07-02,649,12
"4472",2018-07-03,649,17
"4473",2018-07-04,649,14
"4474",2018-07-05,649,8
"4475",2018-07-06,649,9
"4476",2018-07-07,649,6
"4477",2018-07-08,649,9
"4478",2018-07-09,649,9
"4479",2018-07-10,649,10
"4480",2018-07-11,649,9
"4481",2018-07-12,649,15
"4482",2018-07-13,649,18
"4483",2018-07-14,649,18
"4484",2018-07-15,649,12
"4485",2018-07-16,649,10
"4486",2018-07-17,649,12
"4487",2018-07-18,649,13
"4488",2018-07-19,649,16
"4489",2018-07-20,649,18
"4490",2018-07-21,649,8
"4491",2018-07-22,649,7
"4492",2018-07-23,649,9
"4493",2018-07-24,649,10
"4494",2018-07-25,649,12
"4495",2018-07-26,649,14
"4496",2018-07-27,649,12
"4497",2018-07-28,649,16
"4498",2018-07-29,649,11
"4499",2018-07-30,649,17
"4500",2018-07-31,649,20
"4501",2018-08-01,649,15
"4502",2018-08-02,649,12
"4503",2018-08-03,649,14
"4504",2018-08-04,649,12
"4505",2018-08-05,649,13
"4506",2018-08-06,649,16
"4507",2018-08-07,649,17
"4508",2018-08-08,649,20
"4509",2018-08-09,649,18
"4510",2018-08-10,649,12
"4511",2018-08-11,649,14
"4512",2018-08-12,649,12
"4513",2018-08-13,649,10
"4514",2018-08-14,649,NA
"4515",2018-08-15,649,4
"4516",2018-08-16,649,6
"4517",2018-08-17,649,9
"4518",2018-08-18,649,12
"4519",2018-08-19,649,11
"4520",2018-08-20,649,11
"4521",2018-08-21,649,15
"4522",2018-08-22,649,13
"4523",2018-08-23,649,14
"4524",2018-08-24,649,15
"4525",2018-08-25,649,11
"4526",2018-08-26,649,5
"4527",2018-08-27,649,4
"4528",2018-08-28,649,9
"4529",2018-08-29,649,8
"4530",2018-08-30,649,12
"4531",2018-08-31,649,11
"4532",2018-09-01,649,3
"4533",2018-09-02,649,NA
"4534",2018-09-03,649,5
"4535",2018-09-04,649,9
"4536",2018-09-05,649,13
"4537",2018-09-06,649,17
"4538",2018-09-07,649,11
"4539",2018-09-08,649,NA
"4540",2018-09-10,649,NA
"4541",2018-09-11,649,24
"4542",2018-09-12,649,27
"4543",2018-09-13,649,27
"4544",2018-09-14,649,24
"4545",2018-09-15,649,21
"4546",2018-09-16,649,15
"4547",2018-09-17,649,23
"4548",2018-09-18,649,13
"4549",2018-09-19,649,18
"4550",2018-09-20,649,13
"4551",2018-09-21,649,19
"4552",2018-09-22,649,24
"4553",2018-09-23,649,20
"4554",2018-09-24,649,NA
"4555",2018-09-25,649,NA
"4556",2018-09-26,649,7
"4557",2018-09-27,649,15
"4558",2018-09-28,649,14
"4559",2018-09-29,649,8
"4560",2018-09-30,649,6
"4561",2018-10-01,649,12
"4562",2018-10-02,649,11
"4563",2018-10-03,649,25
"4564",2018-10-04,649,17
"4565",2018-10-05,649,15
"4566",2018-10-06,649,27
"4567",2018-10-07,649,35
"4568",2018-10-08,649,33
"4569",2018-10-09,649,20
"4570",2018-10-10,649,16
"4571",2018-10-11,649,23
"4572",2018-10-12,649,31
"4573",2018-10-13,649,31
"4574",2018-10-14,649,24
"4575",2018-10-15,649,26
"4576",2018-10-16,649,21
"4577",2018-10-17,649,20
"4578",2018-10-18,649,25
"4579",2018-10-19,649,25
"4580",2018-10-20,649,28
"4581",2018-10-21,649,NA
"4582",2018-10-22,649,NA
"4583",2018-10-23,649,17
"4584",2018-10-24,649,21
"4585",2018-10-25,649,21
"4586",2018-10-26,649,17
"4587",2018-10-27,649,12
"4588",2018-10-28,649,3
"4589",2018-10-29,649,10
"4590",2018-10-30,649,8
"4591",2018-10-31,649,6
"4592",2018-11-01,649,5
"4593",2018-11-02,649,14
"4594",2018-11-03,649,13
"4595",2018-11-04,649,NA
"4596",2018-11-05,649,NA
"4597",2018-11-06,649,6
"4598",2018-11-07,649,13
"4599",2018-11-08,649,13
"4600",2018-11-09,649,27
"4601",2018-11-10,649,34
"4602",2018-11-11,649,22
"4603",2018-11-12,649,33
"4604",2018-11-13,649,30
"4605",2018-11-14,649,22
"4606",2018-11-15,649,25
"4607",2018-11-16,649,16
"4608",2018-11-17,649,14
"4609",2018-11-18,649,18
"4610",2018-11-19,649,20
"4611",2018-11-20,649,22
"4612",2018-11-21,649,26
"4613",2018-11-22,649,40
"4614",2018-11-23,649,36
"4615",2018-11-24,649,13
"4616",2018-11-25,649,17
"4617",2018-11-26,649,23
"4618",2018-11-27,649,27
"4619",2018-11-28,649,17
"4620",2018-11-29,649,23
"4621",2018-11-30,649,35
"4622",2018-12-01,649,48
"4623",2018-12-02,649,44
"4624",2018-12-03,649,NA
"4625",2018-12-04,649,61
"4626",2018-12-05,649,26
"4627",2018-12-06,649,46
"4628",2018-12-07,649,53
"4629",2018-12-08,649,26
"4630",2018-12-09,649,23
"4631",2018-12-10,649,14
"4632",2018-12-11,649,10
"4633",2018-12-12,649,11
"4634",2018-12-13,649,16
"4635",2018-12-14,649,24
"4636",2018-12-15,649,35
"4637",2018-12-16,649,NA
"4638",2018-12-17,649,NA
"4639",2018-12-18,649,NA
"4640",2018-12-19,649,58
"4641",2018-12-20,649,35
"4642",2018-12-21,649,43
"4643",2018-12-22,649,53
"4644",2018-12-23,649,45
"4645",2018-12-24,649,38
"4646",2018-12-25,649,33
"4647",2018-12-26,649,36
"4648",2018-12-27,649,43
"4649",2018-12-28,649,49
"4650",2018-12-29,649,35
"4651",2018-12-30,649,27
"4652",2018-12-31,649,29
"4653",2019-01-01,649,51
"4654",2019-01-02,649,34
"4655",2019-01-03,649,11
"4656",2019-01-04,649,19
"4657",2019-01-05,649,29
"4658",2019-01-06,649,24
"4659",2019-01-07,649,33
"4660",2019-01-08,649,60
"4661",2019-01-09,649,39
"4662",2019-01-10,649,12
"4663",2019-01-11,649,NA
"4664",2019-01-12,649,NA
"4665",2019-01-13,649,46
"4666",2019-01-14,649,32
"4667",2019-01-15,649,14
"4668",2019-01-16,649,26
"4669",2019-01-17,649,47
"4670",2019-01-18,649,41
"4671",2019-01-19,649,17
"4672",2019-01-20,649,30
"4673",2019-01-21,649,35
"4674",2019-01-22,649,25
"4675",2019-01-23,649,31
"4676",2019-01-24,649,41
"4677",2019-01-25,649,25
"4678",2019-01-26,649,37
"4679",2019-01-27,649,52
"4680",2019-01-28,649,49
"4681",2019-01-29,649,20
"4682",2019-01-30,649,13
"4683",2019-01-31,649,38
"4684",2019-02-01,649,30
"4685",2019-02-02,649,32
"4686",2019-02-03,649,28
"4687",2019-02-04,649,16
"4688",2019-02-05,649,20
"4689",2019-02-06,649,20
"4690",2019-02-07,649,44
"4691",2019-02-08,649,30
"4692",2019-02-09,649,30
"4693",2019-02-10,649,69
"4694",2019-02-11,649,25
"4695",2019-02-12,649,12
"4696",2019-02-13,649,16
"4697",2019-02-14,649,29
"4698",2019-02-15,649,36
"4699",2019-02-16,649,52
"4700",2019-02-17,649,55
"4701",2019-02-18,649,40
"4702",2019-02-19,649,43
"4703",2019-02-20,649,89
"4704",2019-02-21,649,79
"4705",2019-02-22,649,68
"4706",2019-02-23,649,26
"4707",2019-02-24,649,20
"4708",2019-02-25,649,36
"4709",2019-02-26,649,34
"4710",2019-02-27,649,29
"4711",2019-02-28,649,45
"4712",2019-03-01,649,65
"4713",2019-03-02,649,49
"4714",2019-03-03,649,36
"4715",2019-03-04,649,47
"4716",2019-03-05,649,17
"4717",2019-03-06,649,23
"4718",2019-03-07,649,27
"4719",2019-03-08,649,21
"4720",2019-03-09,649,18
"4721",2019-03-10,649,18
"4722",2019-03-11,649,15
"4723",2019-03-12,649,6
"4724",2019-03-13,649,14
"4725",2019-03-14,649,21
"4726",2019-03-15,649,19
"4727",2019-03-16,649,33
"4728",2019-03-17,649,40
"4729",2019-03-18,649,10
"4730",2019-03-19,649,9
"4731",2019-03-20,649,12
"4732",2019-03-21,649,21
"4733",2019-03-22,649,31
"4734",2019-03-23,649,31
"4735",2019-03-24,649,32
"4736",2019-03-25,649,21
"4737",2019-03-26,649,10
"4738",2019-03-27,649,9
"4739",2019-03-28,649,17
"4740",2019-03-29,649,26
"4741",2019-03-30,649,26
"4742",2019-03-31,649,29
"4743",2019-04-01,649,24
"4744",2019-04-02,649,22
"4745",2019-04-03,649,17
"4746",2019-04-04,649,6
"4747",2019-04-05,649,13
"4748",2019-04-06,649,16
"4749",2019-04-07,649,11
"4750",2019-04-08,649,22
"4751",2019-04-09,649,13
"4752",2019-04-10,649,12
"4753",2019-04-11,649,11
"4754",2019-04-12,649,10
"4755",2019-04-13,649,17
"4756",2019-04-14,649,16
"4757",2019-04-15,649,10
"4758",2019-04-16,649,16
"4759",2019-04-17,649,20
"4760",2019-04-18,649,19
"4761",2019-04-19,649,13
"4762",2019-04-20,649,13
"4763",2019-04-21,649,9
"4764",2019-04-22,649,10
"4765",2019-04-23,649,4
"4766",2019-04-24,649,10
"4767",2019-04-25,649,11
"4768",2019-04-26,649,13
"4769",2019-04-27,649,5
"4770",2019-04-28,649,5
"4771",2019-04-29,649,6
"4772",2019-04-30,649,10
"4773",2019-05-01,649,10
"4774",2019-05-02,649,10
"4775",2019-05-03,649,7
"4776",2019-05-04,649,6
"4777",2019-05-05,649,5
"4778",2019-05-06,649,9
"4779",2019-05-07,649,10
"4780",2019-05-08,649,9
"4781",2019-05-09,649,7
"4782",2019-05-10,649,14
"4783",2019-05-11,649,11
"4784",2019-05-12,649,7
"4785",2019-05-13,649,10
"4786",2019-05-14,649,9
"4787",2019-05-15,649,8
"4788",2019-05-16,649,13
"4789",2019-05-20,649,14
"4790",2019-05-21,649,12
"4791",2019-05-22,649,11
"4792",2019-05-23,649,10
"4793",2019-05-29,649,8
"4794",2019-05-30,649,10
"4795",2019-05-31,649,7
"4796",2019-06-01,649,12
"4797",2019-06-02,649,NA
"4798",2019-06-03,649,NA
"4799",2019-06-04,649,20
"4800",2019-06-05,649,23
"4801",2019-06-06,649,17
"4802",2019-06-11,649,24
"4803",2019-06-12,649,28
"4804",2019-06-13,649,12
"4805",2019-06-16,649,14
"4806",2019-06-17,649,11
"4807",2019-06-18,649,14
"4808",2019-06-19,649,18
"4809",2019-06-20,649,15
"4810",2019-06-21,649,16
"4811",2019-06-22,649,9
"4812",2019-06-23,649,9
"4813",2019-06-24,649,13
"4814",2019-06-25,649,13
"4815",2019-06-26,649,21
"4816",2019-06-27,649,27
"4817",2019-06-28,649,15
"4818",2019-06-29,649,13
"4819",2019-06-30,649,14
"4820",2019-07-01,649,16
"4821",2019-07-02,649,15
"4822",2019-07-03,649,13
"4823",2019-07-04,649,7
"4824",2019-07-05,649,13
"4825",2019-07-06,649,17
"4826",2019-07-07,649,13
"4827",2019-07-08,649,NA
"4828",2019-07-09,649,10
"4829",2019-07-10,649,10
"4830",2019-07-11,649,10
"4831",2019-07-12,649,13
"4832",2019-07-13,649,12
"4833",2019-07-14,649,5
"4834",2019-07-15,649,4
"4835",2019-07-16,649,2
"4836",2019-07-17,649,8
"4837",2019-07-18,649,10
"4838",2019-07-19,649,10
"4839",2019-07-20,649,13
"4840",2019-07-21,649,12
"4841",2019-07-22,649,16
"4842",2019-07-23,649,15
"4843",2019-07-24,649,17
"4844",2019-07-25,649,17
"4845",2019-07-26,649,10
"4846",2019-07-29,649,NA
"4847",2019-07-30,649,12
"4848",2019-07-31,649,14
"4849",2019-08-01,649,13
"4850",2019-08-02,649,11
"4851",2019-08-03,649,6
"4852",2019-08-04,649,9
"4853",2019-08-05,649,10
"4854",2019-08-06,649,14
"4855",2019-08-07,649,7
"4856",2019-08-08,649,11
"4857",2019-08-09,649,14
"4858",2019-08-10,649,18
"4859",2019-08-11,649,15
"4860",2019-08-12,649,14
"4861",2019-08-13,649,12
"4862",2019-08-14,649,9
"4863",2019-08-15,649,4
"4864",2019-08-16,649,5
"4865",2019-08-17,649,7
"4866",2019-08-18,649,12
"4867",2019-08-19,649,NA
"4868",2019-08-20,649,NA
"4869",2019-08-21,649,12
"4870",2019-08-22,649,13
"4871",2019-08-23,649,15
"4872",2019-08-24,649,11
"4873",2019-08-25,649,14
"4874",2019-08-26,649,13
"4875",2019-08-27,649,16
"4876",2019-08-28,649,20
"4877",2019-08-29,649,19
"4878",2019-08-30,649,15
"4879",2019-08-31,649,11
"4880",2019-09-01,649,11
"4881",2019-09-02,649,7
"4882",2019-09-03,649,7
"4883",2019-09-04,649,7
"4884",2019-09-05,649,12
"4885",2019-09-06,649,7
"4886",2019-09-07,649,9
"4887",2019-09-08,649,3
"4888",2019-09-09,649,6
"4889",2019-09-10,649,8
"4890",2019-09-11,649,12
"4891",2019-09-12,649,15
"4892",2019-09-13,649,17
"4893",2019-09-14,649,18
"4894",2019-09-15,649,NA
"4895",2019-09-16,649,NA
"4896",2019-09-17,649,23
"4897",2019-09-18,649,19
"4898",2019-09-19,649,11
"4899",2019-09-20,649,7
"4900",2019-09-21,649,10
"4901",2019-09-22,649,16
"4902",2019-09-23,649,29
"4903",2019-09-24,649,5
"4904",2019-09-25,649,18
"4905",2019-09-26,649,NA
"4906",2019-09-27,649,NA
"4907",2019-09-28,649,25
"4908",2019-09-29,649,11
"4909",2019-09-30,649,12
"4910",2019-10-01,649,19
"4911",2019-10-02,649,9
"4912",2019-10-03,649,8
"4913",2019-10-04,649,6
"4914",2019-10-05,649,NA
"4915",2019-10-06,649,NA
"4916",2019-10-07,649,8
"4917",2019-10-08,649,14
"4918",2019-10-09,649,19
"4919",2019-10-10,649,16
"4920",2019-10-11,649,17
"4921",2019-10-12,649,38
"4922",2019-10-13,649,39
"4923",2019-10-14,649,45
"4924",2019-10-15,649,27
"4925",2019-10-16,649,7
"4926",2019-10-17,649,15
"4927",2019-10-18,649,19
"4928",2019-10-19,649,8
"4929",2019-10-20,649,9
"4930",2019-10-21,649,11
"4931",2019-10-22,649,17
"4932",2019-10-23,649,15
"4933",2019-10-24,649,21
"4934",2019-10-25,649,15
"4935",2019-10-26,649,15
"4936",2019-10-27,649,16
"4937",2019-10-28,649,34
"4938",2019-10-29,649,29
"4939",2019-10-30,649,12
"4940",2019-10-31,649,12
"4941",2019-11-01,649,16
"4942",2019-11-02,649,21
"4943",2019-11-03,649,5
"4944",2019-11-04,649,12
"4945",2019-11-05,649,14
"4946",2019-11-06,649,8
"4947",2019-11-07,649,7
"4948",2019-11-08,649,5
"4949",2019-11-09,649,14
"4950",2019-11-10,649,12
"4951",2019-11-11,649,10
"4952",2019-11-12,649,14
"4953",2019-11-13,649,23
"4954",2019-11-14,649,6
"4955",2019-11-15,649,NA
"4956",2019-11-16,649,NA
"4957",2019-11-17,649,9
"4958",2019-11-18,649,11
"4959",2019-11-19,649,4
"4960",2019-11-20,649,20
"4961",2019-11-21,649,21
"4962",2019-11-22,649,2
"4963",2019-11-23,649,0
"4964",2019-11-24,649,1
"4965",2019-11-25,649,9
"4966",2019-11-26,649,14
"4967",2019-11-27,649,12
"4968",2019-11-28,649,27
"4969",2019-11-29,649,26
"4970",2019-11-30,649,33
"4971",2019-12-01,649,33
"4972",2019-12-02,649,21
"4973",2019-12-03,649,11
"4974",2019-12-04,649,17
"4975",2019-12-05,649,20
"4976",2019-12-06,649,29
"4977",2019-12-07,649,NA
"4978",2019-12-08,649,NA
"4979",2019-12-09,649,65
"4980",2019-12-10,649,NA
"4981",2019-12-11,649,NA
"4982",2019-12-12,649,23
"4983",2019-12-13,649,19
"4984",2019-12-14,649,19
"4985",2019-12-15,649,NA
"4986",2019-12-16,649,NA
"4987",2019-12-17,649,NA
"4988",2019-12-18,649,NA
"4989",2019-12-19,649,NA
"4990",2019-12-20,649,NA
"4991",2019-12-21,649,NA
"4992",2019-12-22,649,NA
"4993",2019-12-23,649,NA
"4994",2019-12-24,649,NA
"4995",2019-12-25,649,16
"4996",2019-12-26,649,14
"4997",2019-12-27,649,15
"4998",2019-12-28,649,20
"4999",2019-12-29,649,35
"5000",2019-12-30,649,49
"5001",2019-12-31,649,43
"5002",2020-01-01,649,36
"5003",2020-01-02,649,33
"5004",2020-01-03,649,36
"5005",2020-01-04,649,31
"5006",2020-01-05,649,19
"5007",2020-01-06,649,14
"5008",2020-01-07,649,52
"5009",2020-01-08,649,62
"5010",2020-01-09,649,59
"5011",2020-01-10,649,58
"5012",2020-01-11,649,30
"5013",2020-01-12,649,18
"5014",2020-01-13,649,27
"5015",2020-01-14,649,39
"5016",2020-01-15,649,71
"5017",2020-01-16,649,74
"5018",2020-01-17,649,37
"5019",2020-01-18,649,28
"5020",2020-01-19,649,15
"5021",2020-01-20,649,11
"5022",2020-01-21,649,17
"5023",2020-01-22,649,30
"5024",2020-01-23,649,32
"5025",2020-01-24,649,36
"5026",2020-01-25,649,63
"5027",2020-01-26,649,80
"5028",2020-01-27,649,58
"5029",2020-01-28,649,36
"5030",2020-01-29,649,26
"5031",2020-01-30,649,33
"5032",2020-01-31,649,49
"5033",2020-02-01,649,63
"5034",2020-02-02,649,61
"5035",2020-02-03,649,48
"5036",2020-02-04,649,27
"5037",2020-02-05,649,7
"5038",2020-02-06,649,11
"5039",2020-02-07,649,19
"5040",2020-02-08,649,34
"5041",2020-02-09,649,61
"5042",2020-02-10,649,52
"5043",2020-02-11,649,35
"5044",2020-02-12,649,11
"5045",2020-02-13,649,14
"5046",2020-02-14,649,27
"5047",2020-02-15,649,22
"5048",2020-02-16,649,49
"5049",2020-02-17,649,54
"5050",2020-02-18,649,48
"5051",2020-02-19,649,33
"5052",2020-02-20,649,11
"5053",2020-02-21,649,27
"5054",2020-02-22,649,32
"5055",2020-02-23,649,35
"5056",2020-02-24,649,48
"5057",2020-02-25,649,61
"5058",2020-02-26,649,37
"5059",2020-02-27,649,9
"5060",2020-02-28,649,12
"5061",2020-02-29,649,13
"5062",2020-03-01,649,16
"5063",2020-03-02,649,13
"5064",2020-03-03,649,18
"5065",2020-03-04,649,11
"5066",2020-03-05,649,9
"5067",2020-03-06,649,18
"5068",2020-03-07,649,24
"5069",2020-03-08,649,7
"5070",2020-03-09,649,17
"5071",2020-03-10,649,27
"5072",2020-03-11,649,23
"5073",2020-03-12,649,42
"5074",2020-03-13,649,18
"5075",2020-03-14,649,22
"5076",2020-03-15,649,11
"5077",2020-03-16,649,16
"5078",2020-03-17,649,30
"5079",2020-03-18,649,35
"5080",2020-03-19,649,25
"5081",2020-03-20,649,32
"5082",2020-03-21,649,31
"5083",2020-03-22,649,17
"5084",2020-03-23,649,9
"5085",2020-03-24,649,11
"5086",2020-03-25,649,11
"5087",2020-03-26,649,17
"5088",2020-03-27,649,21
"5089",2020-03-28,649,42
"5090",2020-03-29,649,38
"5091",2020-03-30,649,18
"5092",2020-03-31,649,8
"5093",2020-04-01,649,12
"5094",2020-04-02,649,17
"5095",2020-04-03,649,28
"5096",2020-04-04,649,29
"5097",2020-04-05,649,18
"5098",2020-04-06,649,18
"5099",2020-04-07,649,20
"5100",2020-04-08,649,15
"5101",2020-04-09,649,18
"5102",2020-04-10,649,19
"5103",2020-04-11,649,15
"5104",2020-04-12,649,11
"5105",2020-04-13,649,12
"5106",2020-04-14,649,15
"5107",2020-04-15,649,12
"5108",2020-04-16,649,15
"5109",2020-04-17,649,16
"5110",2020-04-18,649,11
"5111",2020-04-19,649,14
"5112",2020-04-20,649,9
"5113",2020-04-21,649,15
"5114",2020-04-22,649,11
"5115",2020-04-23,649,17
"5116",2020-04-24,649,20
"5117",2020-04-25,649,12
"5118",2020-04-26,649,9
"5119",2020-04-27,649,11
"5120",2020-04-28,649,9
"5121",2020-04-29,649,2
"5122",2020-04-30,649,NA
"5123",2020-05-01,649,5
"5124",2020-05-02,649,8
"5125",2020-05-03,649,6
"5126",2020-05-04,649,5
"5127",2020-05-05,649,9
"5128",2020-05-06,649,11
"5129",2020-05-07,649,10
"5130",2020-05-08,649,14
"5131",2020-05-09,649,10
"5132",2020-05-10,649,11
"5133",2020-05-11,649,5
"5134",2020-05-12,649,8
"5135",2020-05-13,649,7
"5136",2020-05-14,649,14
"5137",2020-05-15,649,10
"5138",2020-05-16,649,9
"5139",2020-05-17,649,8
"5140",2020-05-18,649,14
"5141",2020-05-19,649,9
"5142",2020-05-20,649,12
"5143",2020-05-21,649,13
"5144",2020-05-22,649,14
"5145",2020-05-23,649,17
"5146",2020-05-24,649,4
"5147",2020-05-25,649,9
"5148",2020-05-26,649,7
"5149",2020-05-27,649,6
"5150",2020-05-28,649,9
"5151",2020-05-29,649,6
"5152",2020-05-30,649,11
"5153",2020-05-31,649,7
"5154",2020-06-01,649,10
"5155",2020-06-02,649,8
"5156",2020-06-03,649,7
"5157",2020-06-04,649,4
"5158",2020-06-05,649,7
"5159",2020-06-06,649,9
"5160",2020-06-07,649,6
"5161",2020-06-08,649,4
"5162",2020-06-09,649,8
"5163",2020-06-10,649,8
"5164",2020-06-11,649,6
"5165",2020-06-12,649,8
"5166",2020-06-13,649,9
"5167",2020-06-14,649,7
"5168",2020-06-15,649,7
"5169",2020-06-16,649,7
"5170",2020-06-17,649,8
"5171",2020-06-18,649,10
"5172",2020-06-19,649,8
"5173",2020-06-20,649,6
"5174",2020-06-21,649,7
"5175",2020-06-22,649,7
"5176",2020-06-23,649,10
"5177",2020-06-24,649,11
"5178",2020-06-25,649,11
"5179",2020-06-26,649,12
"5180",2020-06-27,649,16
"5181",2020-06-28,649,14
"5182",2020-06-29,649,13
"5183",2020-06-30,649,14
"5184",2020-07-01,649,17
"5185",2020-07-02,649,12
"5186",2020-07-03,649,6
"5187",2020-07-04,649,8
"5188",2020-07-05,649,11
"5189",2020-07-06,649,15
"5190",2020-07-07,649,9
"5191",2020-07-08,649,9
"5192",2020-07-09,649,15
"5193",2020-07-10,649,13
"5194",2020-07-11,649,14
"5195",2020-07-12,649,5
"5196",2020-07-13,649,6
"5197",2020-07-14,649,7
"5198",2020-07-15,649,10
"5199",2020-07-16,649,NA
"5200",2020-07-17,649,13
"5201",2020-07-18,649,5
"5202",2020-07-19,649,7
"5203",2020-07-20,649,12
"5204",2020-07-21,649,15
"5205",2020-07-22,649,15
"5206",2020-07-23,649,12
"5207",2020-07-24,649,8
"5208",2020-07-25,649,6
"5209",2020-07-26,649,10
"5210",2020-07-27,649,13
"5211",2020-07-28,649,17
"5212",2020-07-29,649,19
"5213",2020-07-30,649,20
"5214",2020-07-31,649,21
"5215",2020-08-01,649,20
"5216",2020-08-02,649,9
"5217",2020-08-03,649,5
