"","Date","IDStation","PM2.5"
"29288",2017-09-26,576,19
"29289",2017-09-27,576,27
"29290",2017-09-28,576,33
"29291",2017-09-29,576,35
"29292",2017-09-30,576,27
"29293",2017-10-01,576,28
"29294",2017-10-02,576,42
"29295",2017-10-03,576,47
"29296",2017-10-04,576,47
"29297",2017-10-05,576,30
"29298",2017-10-06,576,17
"29299",2017-10-07,576,14
"29300",2017-10-08,576,14
"29301",2017-10-09,576,21
"29302",2017-10-10,576,30
"29303",2017-10-11,576,42
"29304",2017-10-12,576,52
"29305",2017-10-13,576,54
"29306",2017-10-14,576,52
"29307",2017-10-15,576,38
"29308",2017-10-16,576,40
"29309",2017-10-17,576,49
"29310",2017-10-18,576,67
"29311",2017-10-19,576,73
"29312",2017-10-20,576,76
"29313",2017-10-22,576,41
"29314",2017-10-23,576,6
"29315",2017-10-24,576,19
"29316",2017-10-25,576,27
"29317",2017-10-26,576,47
"29318",2017-10-27,576,48
"29319",2017-10-28,576,37
"29320",2017-10-29,576,24
"29321",2017-10-30,576,27
"29322",2017-10-31,576,20
"29323",2017-11-01,576,38
"29324",2017-11-02,576,55
"29325",2017-11-03,576,50
"29326",2017-11-04,576,60
"29327",2017-11-10,576,23
"29328",2017-11-11,576,34
"29329",2017-11-12,576,40
"29330",2017-11-14,576,17
"29331",2017-11-15,576,30
"29332",2017-11-16,576,34
"29333",2017-11-17,576,35
"29334",2017-11-18,576,38
"29335",2017-11-19,576,20
"29336",2017-11-20,576,37
"29337",2017-11-22,576,67
"29338",2017-11-23,576,89
"29339",2017-11-24,576,61
"29340",2017-11-25,576,41
"29341",2017-11-26,576,10
"29342",2017-11-27,576,22
"29343",2017-11-28,576,30
"29344",2017-11-29,576,45
"29345",2017-11-30,576,23
"29346",2017-12-01,576,29
"29347",2017-12-02,576,27
"29348",2017-12-03,576,26
"29349",2017-12-04,576,57
"29350",2017-12-05,576,47
"29351",2017-12-06,576,32
"29352",2017-12-07,576,32
"29353",2017-12-08,576,68
"29354",2017-12-09,576,7
"29355",2017-12-11,576,25
"29356",2017-12-12,576,25
"29357",2017-12-13,576,35
"29358",2017-12-14,576,38
"29359",2017-12-15,576,58
"29360",2017-12-16,576,28
"29361",2017-12-17,576,16
"29362",2017-12-18,576,21
"29363",2017-12-21,576,67
"29364",2017-12-23,576,56
"29365",2017-12-24,576,39
"29366",2017-12-25,576,34
"29367",2017-12-26,576,51
"29368",2017-12-27,576,12
"29369",2017-12-28,576,8
"29370",2017-12-29,576,14
"29371",2017-12-30,576,14
"29372",2017-12-31,576,38
"29373",2018-01-01,576,33
"29374",2018-01-02,576,18
"29375",2018-01-03,576,23
"29376",2018-01-04,576,17
"29377",2018-01-05,576,39
"29378",2018-01-06,576,27
"29379",2018-01-07,576,27
"29380",2018-01-09,576,13
"29381",2018-01-10,576,22
"29382",2018-01-11,576,NA
"29383",2018-01-12,576,27
"29384",2018-01-13,576,34
"29385",2018-01-14,576,31
"29386",2018-01-15,576,65
"29387",2018-01-16,576,63
"29388",2018-01-17,576,24
"29389",2018-01-18,576,17
"29390",2018-01-19,576,29
"29391",2018-01-20,576,30
"29392",2018-01-21,576,6
"29393",2018-01-22,576,28
"29394",2018-01-23,576,48
"29395",2018-01-24,576,61
"29396",2018-01-25,576,62
"29397",2018-01-26,576,84
"29398",2018-01-27,576,48
"29399",2018-01-28,576,40
"29400",2018-01-29,576,46
"29401",2018-01-30,576,32
"29402",2018-01-31,576,47
"29403",2018-02-01,576,23
"29404",2018-02-02,576,12
"29405",2018-02-03,576,24
"29406",2018-02-04,576,20
"29407",2018-02-05,576,22
"29408",2018-02-06,576,28
"29409",2018-02-07,576,31
"29410",2018-02-08,576,46
"29411",2018-02-09,576,37
"29412",2018-02-10,576,37
"29413",2018-02-11,576,42
"29414",2018-02-12,576,41
"29415",2018-02-13,576,22
"29416",2018-02-14,576,28
"29417",2018-02-15,576,44
"29418",2018-02-16,576,67
"29419",2018-02-17,576,73
"29420",2018-02-18,576,50
"29421",2018-02-19,576,28
"29422",2018-02-20,576,39
"29423",2018-02-21,576,40
"29424",2018-02-22,576,38
"29425",2018-02-23,576,33
"29426",2018-02-24,576,36
"29427",2018-02-25,576,19
"29428",2018-02-26,576,21
"29429",2018-02-27,576,30
"29430",2018-02-28,576,39
"29431",2018-03-01,576,60
"29432",2018-03-02,576,74
"29433",2018-03-03,576,37
"29434",2018-03-04,576,34
"29435",2018-03-05,576,51
"29436",2018-03-06,576,46
"29437",2018-03-07,576,30
"29438",2018-03-08,576,24
"29439",2018-03-09,576,26
"29440",2018-03-10,576,23
"29441",2018-03-11,576,23
"29442",2018-03-12,576,15
"29443",2018-03-13,576,29
"29444",2018-03-14,576,20
"29445",2018-03-15,576,2
"29446",2018-03-16,576,15
"29447",2018-03-17,576,14
"29448",2018-03-18,576,8
"29449",2018-03-19,576,11
"29450",2018-03-20,576,NA
"29451",2018-03-22,576,29
"29452",2018-03-23,576,37
"29453",2018-03-24,576,26
"29454",2018-03-25,576,17
"29455",2018-03-26,576,NA
"29456",2018-03-28,576,30
"29457",2018-03-29,576,36
"29458",2018-03-30,576,17
"29459",2018-03-31,576,11
"29460",2018-04-01,576,4
"29461",2018-04-02,576,7
"29462",2018-04-03,576,14
"29463",2018-04-04,576,12
"29464",2018-04-05,576,18
"29465",2018-04-06,576,24
"29466",2018-04-07,576,35
"29467",2018-04-08,576,24
"29468",2018-04-09,576,21
"29469",2018-04-10,576,10
"29470",2018-04-11,576,7
"29471",2018-04-12,576,6
"29472",2018-04-13,576,8
"29473",2018-04-14,576,10
"29474",2018-04-15,576,10
"29475",2018-04-16,576,14
"29476",2018-04-17,576,16
"29477",2018-04-18,576,16
"29478",2018-04-19,576,21
"29479",2018-04-20,576,22
"29480",2018-04-21,576,23
"29481",2018-04-22,576,19
"29482",2018-04-23,576,23
"29483",2018-04-24,576,20
"29484",2018-04-25,576,14
"29485",2018-04-26,576,17
"29486",2018-04-27,576,13
"29487",2018-04-28,576,16
"29488",2018-04-29,576,13
"29489",2018-04-30,576,5
"29490",2018-05-01,576,5
"29491",2018-05-02,576,12
"29492",2018-05-03,576,16
"29493",2018-05-04,576,13
"29494",2018-05-05,576,13
"29495",2018-05-06,576,13
"29496",2018-05-07,576,12
"29497",2018-05-09,576,NA
"29498",2018-05-10,576,13
"29499",2018-05-11,576,12
"29500",2018-05-12,576,11
"29501",2018-05-13,576,9
"29502",2018-05-14,576,4
"29503",2018-05-15,576,8
"29504",2018-05-17,576,11
"29505",2018-05-18,576,13
"29506",2018-05-19,576,9
"29507",2018-05-20,576,7
"29508",2018-05-21,576,9
"29509",2018-05-22,576,15
"29510",2018-05-23,576,12
"29511",2018-05-24,576,12
"29512",2018-05-25,576,15
"29513",2018-05-26,576,20
"29514",2018-05-28,576,NA
"29515",2018-05-29,576,NA
"29516",2018-05-30,576,NA
"29517",2018-05-31,576,12
"29518",2018-06-01,576,12
"29519",2018-06-02,576,14
"29520",2018-06-03,576,14
"29521",2018-06-04,576,NA
"29522",2018-06-05,576,NA
"29523",2018-06-06,576,10
"29524",2018-06-08,576,8
"29525",2018-06-09,576,8
"29526",2018-06-10,576,11
"29527",2018-06-11,576,14
"29528",2018-06-13,576,NA
"29529",2018-06-14,576,5
"29530",2018-06-15,576,10
"29531",2018-06-16,576,12
"29532",2018-06-17,576,16
"29533",2018-06-18,576,11
"29534",2018-06-19,576,13
"29535",2018-06-20,576,14
"29536",2018-06-22,576,11
"29537",2018-06-23,576,9
"29538",2018-06-24,576,7
"29539",2018-06-25,576,9
"29540",2018-06-26,576,7
"29541",2018-06-27,576,10
"29542",2018-06-28,576,7
"29543",2018-06-29,576,7
"29544",2018-06-30,576,11
"29545",2018-07-01,576,15
"29546",2018-07-02,576,13
"29547",2018-07-03,576,15
"29548",2018-07-04,576,14
"29549",2018-07-05,576,NA
"29550",2018-07-06,576,8
"29551",2018-07-07,576,9
"29552",2018-07-08,576,8
"29553",2018-07-09,576,10
"29554",2018-07-10,576,12
"29555",2018-07-11,576,11
"29556",2018-07-12,576,17
"29557",2018-07-13,576,18
"29558",2018-07-14,576,12
"29559",2018-07-15,576,12
"29560",2018-07-16,576,9
"29561",2018-07-17,576,13
"29562",2018-07-19,576,13
"29563",2018-07-20,576,16
"29564",2018-07-21,576,5
"29565",2018-07-22,576,7
"29566",2018-07-23,576,10
"29567",2018-07-24,576,11
"29568",2018-07-25,576,15
"29569",2018-07-26,576,17
"29570",2018-07-27,576,13
"29571",2018-07-28,576,14
"29572",2018-07-29,576,10
"29573",2018-07-30,576,14
"29574",2018-07-31,576,17
"29575",2018-08-01,576,17
"29576",2018-08-02,576,11
"29577",2018-08-03,576,14
"29578",2018-08-04,576,15
"29579",2018-08-05,576,14
"29580",2018-08-06,576,17
"29581",2018-08-07,576,9
"29582",2018-08-08,576,12
"29583",2018-08-09,576,11
"29584",2018-08-10,576,10
"29585",2018-08-11,576,9
"29586",2018-08-12,576,11
"29587",2018-08-13,576,10
"29588",2018-08-14,576,7
"29589",2018-08-15,576,5
"29590",2018-08-16,576,8
"29591",2018-08-17,576,11
"29592",2018-08-18,576,8
"29593",2018-08-19,576,12
"29594",2018-08-20,576,10
"29595",2018-08-21,576,11
"29596",2018-08-22,576,14
"29597",2018-08-23,576,13
"29598",2018-08-24,576,11
"29599",2018-08-25,576,9
"29600",2018-08-26,576,6
"29601",2018-08-27,576,5
"29602",2018-08-28,576,9
"29603",2018-08-29,576,12
"29604",2018-08-30,576,15
"29605",2018-08-31,576,6
"29606",2018-09-01,576,7
"29607",2018-09-02,576,7
"29608",2018-09-03,576,7
"29609",2018-09-04,576,8
"29610",2018-09-05,576,10
"29611",2018-09-06,576,14
"29612",2018-09-07,576,12
"29613",2018-09-08,576,12
"29614",2018-09-09,576,12
"29615",2018-09-10,576,17
"29616",2018-09-11,576,19
"29617",2018-09-12,576,20
"29618",2018-09-13,576,19
"29619",2018-09-14,576,13
"29620",2018-09-15,576,18
"29621",2018-09-16,576,18
"29622",2018-09-17,576,15
"29623",2018-09-18,576,14
"29624",2018-09-19,576,15
"29625",2018-09-20,576,16
"29626",2018-09-21,576,16
"29627",2018-09-22,576,17
"29628",2018-09-23,576,10
"29629",2018-09-24,576,5
"29630",2018-09-26,576,7
"29631",2018-09-27,576,17
"29632",2018-09-28,576,18
"29633",2018-09-29,576,14
"29634",2018-09-30,576,13
"29635",2018-10-01,576,15
"29636",2018-10-02,576,13
"29637",2018-10-03,576,26
"29638",2018-10-04,576,29
"29639",2018-10-05,576,24
"29640",2018-10-06,576,42
"29641",2018-10-07,576,24
"29642",2018-10-08,576,28
"29643",2018-10-09,576,46
"29644",2018-10-10,576,34
"29645",2018-10-11,576,30
"29646",2018-10-12,576,27
"29647",2018-10-13,576,41
"29648",2018-10-14,576,36
"29649",2018-10-15,576,37
"29650",2018-10-16,576,34
"29651",2018-10-17,576,37
"29652",2018-10-18,576,36
"29653",2018-10-19,576,36
"29654",2018-10-20,576,50
"29655",2018-10-21,576,35
"29656",2018-10-22,576,13
"29657",2018-10-23,576,19
"29658",2018-10-24,576,5
"29659",2018-10-25,576,37
"29660",2018-10-26,576,20
"29661",2018-10-27,576,15
"29662",2018-10-28,576,8
"29663",2018-10-29,576,6
"29664",2018-10-30,576,6
"29665",2018-10-31,576,8
"29666",2018-11-01,576,9
"29667",2018-11-02,576,14
"29668",2018-11-03,576,11
"29669",2018-11-04,576,13
"29670",2018-11-05,576,10
"29671",2018-11-06,576,9
"29672",2018-11-07,576,14
"29673",2018-11-08,576,19
"29674",2018-11-09,576,16
"29675",2018-11-10,576,18
"29676",2018-11-11,576,21
"29677",2018-11-12,576,26
"29678",2018-11-13,576,24
"29679",2018-11-14,576,23
"29680",2018-11-15,576,25
"29681",2018-11-16,576,22
"29682",2018-11-17,576,23
"29683",2018-11-18,576,21
"29684",2018-11-19,576,28
"29685",2018-11-20,576,28
"29686",2018-11-21,576,28
"29687",2018-11-22,576,35
"29688",2018-11-23,576,33
"29689",2018-11-24,576,13
"29690",2018-11-25,576,22
"29691",2018-11-26,576,27
"29692",2018-11-27,576,24
"29693",2018-11-28,576,22
"29694",2018-11-29,576,30
"29695",2018-11-30,576,42
"29696",2018-12-01,576,50
"29697",2018-12-02,576,54
"29698",2018-12-03,576,61
"29699",2018-12-04,576,54
"29700",2018-12-05,576,30
"29701",2018-12-06,576,47
"29702",2018-12-07,576,54
"29703",2018-12-08,576,20
"29704",2018-12-09,576,14
"29705",2018-12-10,576,3
"29706",2018-12-11,576,6
"29707",2018-12-12,576,20
"29708",2018-12-13,576,26
"29709",2018-12-14,576,37
"29710",2018-12-15,576,53
"29711",2018-12-16,576,67
"29712",2018-12-17,576,68
"29713",2018-12-18,576,66
"29714",2018-12-19,576,51
"29715",2018-12-20,576,35
"29716",2018-12-21,576,50
"29717",2018-12-22,576,44
"29718",2018-12-23,576,33
"29719",2018-12-24,576,30
"29720",2018-12-25,576,30
"29721",2018-12-26,576,51
"29722",2018-12-27,576,62
"29723",2018-12-28,576,42
"29724",2018-12-29,576,44
"29725",2018-12-30,576,27
"29726",2018-12-31,576,28
"29727",2019-01-01,576,59
"29728",2019-01-02,576,8
"29729",2019-01-03,576,15
"29730",2019-01-04,576,26
"29731",2019-01-05,576,41
"29732",2019-01-06,576,32
"29733",2019-01-07,576,53
"29734",2019-01-08,576,55
"29735",2019-01-09,576,15
"29736",2019-01-10,576,7
"29737",2019-01-11,576,18
"29738",2019-01-12,576,41
"29739",2019-01-13,576,61
"29740",2019-01-14,576,9
"29741",2019-01-15,576,20
"29742",2019-01-16,576,21
"29743",2019-01-17,576,41
"29744",2019-01-18,576,27
"29745",2019-01-19,576,23
"29746",2019-01-20,576,36
"29747",2019-01-21,576,51
"29748",2019-01-22,576,42
"29749",2019-01-23,576,47
"29750",2019-01-24,576,47
"29751",2019-01-25,576,32
"29752",2019-01-29,576,35
"29753",2019-01-30,576,21
"29754",2019-01-31,576,36
"29755",2019-02-01,576,32
"29756",2019-02-02,576,31
"29757",2019-02-03,576,31
"29758",2019-02-04,576,17
"29759",2019-02-05,576,27
"29760",2019-02-06,576,30
"29761",2019-02-07,576,46
"29762",2019-02-08,576,39
"29763",2019-02-09,576,37
"29764",2019-02-10,576,32
"29765",2019-02-11,576,7
"29766",2019-02-12,576,13
"29767",2019-02-13,576,20
"29768",2019-02-14,576,37
"29769",2019-02-15,576,46
"29770",2019-02-16,576,59
"29771",2019-02-17,576,45
"29772",2019-02-18,576,40
"29773",2019-02-19,576,33
"29774",2019-02-20,576,53
"29775",2019-02-21,576,71
"29776",2019-02-22,576,57
"29777",2019-02-23,576,23
"29778",2019-02-24,576,24
"29779",2019-02-25,576,42
"29780",2019-02-26,576,35
"29781",2019-02-27,576,27
"29782",2019-02-28,576,47
"29783",2019-03-01,576,48
"29784",2019-03-02,576,31
"29785",2019-03-03,576,26
"29786",2019-03-04,576,20
"29787",2019-03-05,576,16
"29788",2019-03-06,576,22
"29789",2019-03-07,576,27
"29790",2019-03-12,576,7
"29791",2019-03-13,576,14
"29792",2019-03-14,576,20
"29793",2019-03-15,576,6
"29794",2019-03-16,576,15
"29795",2019-03-17,576,13
"29796",2019-03-18,576,5
"29797",2019-03-19,576,11
"29798",2019-03-20,576,17
"29799",2019-03-21,576,22
"29800",2019-03-22,576,31
"29801",2019-03-23,576,31
"29802",2019-03-24,576,26
"29803",2019-03-25,576,15
"29804",2019-03-26,576,9
"29805",2019-03-27,576,15
"29806",2019-03-28,576,18
"29807",2019-03-29,576,22
"29808",2019-03-30,576,28
"29809",2019-03-31,576,27
"29810",2019-04-01,576,27
"29811",2019-04-02,576,25
"29812",2019-04-03,576,23
"29813",2019-04-04,576,8
"29814",2019-04-05,576,15
"29815",2019-04-06,576,21
"29816",2019-04-07,576,18
"29817",2019-04-08,576,15
"29818",2019-04-09,576,14
"29819",2019-04-10,576,15
"29820",2019-04-11,576,17
"29821",2019-04-12,576,14
"29822",2019-04-13,576,19
"29823",2019-04-14,576,8
"29824",2019-04-15,576,10
"29825",2019-04-16,576,23
"29826",2019-04-17,576,18
"29827",2019-04-18,576,24
"29828",2019-04-19,576,19
"29829",2019-04-20,576,15
"29830",2019-04-21,576,13
"29831",2019-04-22,576,16
"29832",2019-04-23,576,13
"29833",2019-04-24,576,9
"29834",2019-04-25,576,11
"29835",2019-04-26,576,9
"29836",2019-04-27,576,4
"29837",2019-04-28,576,3
"29838",2019-04-29,576,8
"29839",2019-04-30,576,10
"29840",2019-05-01,576,10
"29841",2019-05-02,576,12
"29842",2019-05-07,576,11
"29843",2019-05-08,576,11
"29844",2019-05-09,576,8
"29845",2019-05-10,576,15
"29846",2019-05-11,576,13
"29847",2019-05-12,576,8
"29848",2019-05-13,576,7
"29849",2019-05-14,576,12
"29850",2019-05-15,576,9
"29851",2019-05-16,576,16
"29852",2019-05-17,576,14
"29853",2019-05-18,576,9
"29854",2019-05-20,576,9
"29855",2019-05-21,576,9
"29856",2019-05-22,576,11
"29857",2019-05-23,576,12
"29858",2019-05-24,576,15
"29859",2019-05-25,576,10
"29860",2019-05-26,576,6
"29861",2019-05-27,576,9
"29862",2019-05-28,576,8
"29863",2019-05-29,576,7
"29864",2019-05-30,576,8
"29865",2019-05-31,576,9
"29866",2019-06-01,576,11
"29867",2019-06-02,576,13
"29868",2019-06-03,576,14
"29869",2019-06-04,576,17
"29870",2019-06-05,576,16
"29871",2019-06-06,576,16
"29872",2019-06-07,576,15
"29873",2019-06-08,576,11
"29874",2019-06-09,576,13
"29875",2019-06-10,576,12
"29876",2019-06-11,576,16
"29877",2019-06-12,576,13
"29878",2019-06-13,576,8
"29879",2019-06-14,576,12
"29880",2019-06-15,576,17
"29881",2019-06-16,576,11
"29882",2019-06-17,576,12
"29883",2019-06-18,576,15
"29884",2019-06-19,576,16
"29885",2019-06-20,576,15
"29886",2019-06-21,576,17
"29887",2019-06-22,576,6
"29888",2019-06-23,576,8
"29889",2019-06-24,576,15
"29890",2019-06-25,576,21
"29891",2019-06-27,576,28
"29892",2019-06-28,576,24
"29893",2019-06-29,576,15
"29894",2019-06-30,576,17
"29895",2019-07-01,576,17
"29896",2019-07-02,576,11
"29897",2019-07-03,576,14
"29898",2019-07-04,576,12
"29899",2019-07-05,576,16
"29900",2019-07-06,576,20
"29901",2019-07-07,576,14
"29902",2019-07-08,576,12
"29903",2019-07-09,576,13
"29904",2019-07-10,576,12
"29905",2019-07-11,576,13
"29906",2019-07-12,576,13
"29907",2019-07-13,576,9
"29908",2019-07-14,576,5
"29909",2019-07-15,576,6
"29910",2019-07-16,576,10
"29911",2019-07-17,576,10
"29912",2019-07-18,576,13
"29913",2019-07-19,576,19
"29914",2019-07-20,576,20
"29915",2019-07-21,576,17
"29916",2019-07-22,576,22
"29917",2019-07-23,576,26
"29918",2019-07-24,576,28
"29919",2019-07-25,576,24
"29920",2019-07-26,576,16
"29921",2019-07-27,576,9
"29922",2019-07-28,576,8
"29923",2019-07-29,576,7
"29924",2019-07-30,576,11
"29925",2019-07-31,576,10
"29926",2019-08-01,576,15
"29927",2019-08-02,576,8
"29928",2019-08-03,576,8
"29929",2019-08-04,576,9
"29930",2019-08-05,576,14
"29931",2019-08-06,576,14
"29932",2019-08-07,576,8
"29933",2019-08-08,576,9
"29934",2019-08-09,576,14
"29935",2019-08-10,576,17
"29936",2019-08-11,576,14
"29937",2019-08-12,576,13
"29938",2019-08-13,576,6
"29939",2019-08-14,576,5
"29940",2019-08-15,576,7
"29941",2019-08-16,576,6
"29942",2019-08-17,576,10
"29943",2019-08-19,576,14
"29944",2019-08-20,576,8
"29945",2019-08-22,576,8
"29946",2019-08-23,576,10
"29947",2019-08-24,576,14
"29948",2019-08-25,576,14
"29949",2019-08-26,576,12
"29950",2019-08-27,576,21
"29951",2019-08-28,576,16
"29952",2019-08-29,576,13
"29953",2019-08-30,576,14
"29954",2019-08-31,576,11
"29955",2019-09-01,576,14
"29956",2019-09-02,576,9
"29957",2019-09-03,576,8
"29958",2019-09-04,576,10
"29959",2019-09-05,576,14
"29960",2019-09-06,576,7
"29961",2019-09-07,576,9
"29962",2019-09-08,576,4
"29963",2019-09-09,576,5
"29964",2019-09-10,576,8
"29965",2019-09-11,576,10
"29966",2019-09-12,576,15
"29967",2019-09-13,576,20
"29968",2019-09-14,576,25
"29969",2019-09-15,576,23
"29970",2019-09-16,576,29
"29971",2019-09-17,576,22
"29972",2019-09-18,576,20
"29973",2019-09-19,576,19
"29974",2019-09-20,576,11
"29975",2019-09-21,576,11
"29976",2019-09-22,576,18
"29977",2019-09-23,576,21
"29978",2019-09-24,576,9
"29979",2019-09-26,576,32
"29980",2019-09-27,576,52
"29981",2019-09-28,576,26
"29982",2019-09-29,576,12
"29983",2019-09-30,576,13
"29984",2019-10-01,576,19
"29985",2019-10-02,576,7
"29986",2019-10-03,576,5
"29987",2019-10-04,576,12
"29988",2019-10-05,576,19
"29989",2019-10-06,576,30
"29990",2019-10-07,576,9
"29991",2019-10-08,576,17
"29992",2019-10-09,576,21
"29993",2019-10-10,576,14
"29994",2019-10-11,576,20
"29995",2019-10-12,576,30
"29996",2019-10-13,576,35
"29997",2019-10-14,576,33
"29998",2019-10-15,576,30
"29999",2019-10-16,576,10
"30000",2019-10-17,576,13
"30001",2019-10-18,576,16
"30002",2019-10-19,576,12
"30003",2019-10-20,576,10
"30004",2019-10-21,576,6
"30005",2019-10-22,576,14
"30006",2019-10-23,576,22
"30007",2019-10-24,576,19
"30008",2019-10-25,576,11
"30009",2019-10-26,576,13
"30010",2019-10-27,576,15
"30011",2019-10-28,576,34
"30012",2019-10-29,576,34
"30013",2019-10-30,576,15
"30014",2019-10-31,576,14
"30015",2019-11-01,576,20
"30016",2019-11-02,576,26
"30017",2019-11-03,576,7
"30018",2019-11-04,576,11
"30019",2019-11-05,576,12
"30020",2019-11-06,576,14
"30021",2019-11-07,576,14
"30022",2019-11-08,576,8
"30023",2019-11-09,576,21
"30024",2019-11-10,576,20
"30025",2019-11-11,576,11
"30026",2019-11-12,576,13
"30027",2019-11-13,576,15
"30028",2019-11-14,576,11
"30029",2019-11-15,576,12
"30030",2019-11-16,576,15
"30031",2019-11-17,576,12
"30032",2019-11-18,576,14
"30033",2019-11-19,576,5
"30034",2019-11-20,576,14
"30035",2019-11-21,576,28
"30036",2019-11-22,576,16
"30037",2019-11-23,576,3
"30038",2019-11-24,576,5
"30039",2019-11-25,576,15
"30040",2019-11-26,576,21
"30041",2019-11-27,576,17
"30042",2019-11-28,576,24
"30043",2019-11-29,576,25
"30044",2019-11-30,576,22
"30045",2019-12-01,576,25
"30046",2019-12-02,576,23
"30047",2019-12-03,576,17
"30048",2019-12-04,576,24
"30049",2019-12-05,576,28
"30050",2019-12-06,576,46
"30051",2019-12-07,576,48
"30052",2019-12-08,576,51
"30053",2019-12-09,576,73
"30054",2019-12-10,576,14
"30055",2019-12-11,576,19
"30056",2019-12-12,576,31
"30057",2019-12-13,576,22
"30058",2019-12-14,576,19
"30059",2019-12-15,576,39
"30060",2019-12-16,576,25
"30061",2019-12-17,576,37
"30062",2019-12-18,576,27
"30063",2019-12-19,576,20
"30064",2019-12-20,576,12
"30065",2019-12-21,576,11
"30066",2019-12-22,576,12
"30067",2019-12-23,576,5
"30068",2019-12-24,576,17
"30069",2019-12-25,576,10
"30070",2019-12-26,576,21
"30071",2019-12-27,576,30
"30072",2019-12-28,576,35
"30073",2019-12-29,576,48
"30074",2019-12-30,576,52
"30075",2019-12-31,576,51
"30076",2020-01-01,576,35
"30077",2020-01-02,576,44
"30078",2020-01-03,576,42
"30079",2020-01-04,576,33
"30080",2020-01-05,576,22
"30081",2020-01-06,576,31
"30082",2020-01-07,576,46
"30083",2020-01-08,576,62
"30084",2020-01-09,576,38
"30085",2020-01-10,576,42
"30086",2020-01-11,576,38
"30087",2020-01-12,576,33
"30088",2020-01-13,576,46
"30089",2020-01-14,576,69
"30090",2020-01-15,576,95
"30091",2020-01-16,576,79
"30092",2020-01-17,576,43
"30093",2020-01-18,576,38
"30094",2020-01-19,576,26
"30095",2020-01-20,576,15
"30096",2020-01-21,576,36
"30097",2020-01-22,576,40
"30098",2020-01-23,576,43
"30099",2020-01-24,576,51
"30100",2020-01-25,576,63
"30101",2020-01-26,576,57
"30102",2020-01-27,576,55
"30103",2020-01-28,576,39
"30104",2020-01-29,576,16
"30105",2020-01-30,576,31
"30106",2020-01-31,576,33
"30107",2020-02-01,576,51
"30108",2020-02-02,576,40
"30109",2020-02-03,576,31
"30110",2020-02-04,576,14
"30111",2020-02-05,576,7
"30112",2020-02-06,576,21
"30113",2020-02-07,576,24
"30114",2020-02-08,576,44
"30115",2020-02-09,576,62
"30116",2020-02-10,576,41
"30117",2020-02-11,576,13
"30118",2020-02-12,576,8
"30119",2020-02-13,576,22
"30120",2020-02-14,576,25
"30121",2020-02-15,576,28
"30122",2020-02-16,576,59
"30123",2020-02-17,576,67
"30124",2020-02-18,576,43
"30125",2020-02-19,576,28
"30126",2020-02-20,576,18
"30127",2020-02-21,576,29
"30128",2020-02-22,576,39
"30129",2020-02-23,576,38
"30130",2020-02-24,576,39
"30131",2020-02-25,576,41
"30132",2020-02-26,576,21
"30133",2020-02-27,576,7
"30134",2020-02-28,576,8
"30135",2020-02-29,576,14
"30136",2020-03-01,576,21
"30137",2020-03-02,576,15
"30138",2020-03-03,576,15
"30139",2020-03-04,576,14
"30140",2020-03-05,576,17
"30141",2020-03-06,576,23
"30142",2020-03-07,576,17
"30143",2020-03-08,576,12
"30144",2020-03-09,576,24
"30145",2020-03-10,576,20
"30146",2020-03-11,576,19
"30147",2020-03-12,576,27
"30148",2020-03-13,576,21
"30149",2020-03-14,576,24
"30150",2020-03-15,576,19
"30151",2020-03-16,576,20
"30152",2020-03-17,576,29
"30153",2020-03-18,576,28
"30154",2020-03-19,576,25
"30155",2020-03-20,576,28
"30156",2020-03-21,576,19
"30157",2020-03-22,576,22
"30158",2020-03-23,576,12
"30159",2020-03-24,576,15
"30160",2020-03-25,576,16
"30161",2020-03-26,576,17
"30162",2020-03-27,576,22
"30163",2020-03-28,576,21
"30164",2020-03-29,576,17
"30165",2020-03-30,576,10
"30166",2020-03-31,576,9
"30167",2020-04-01,576,17
"30168",2020-04-02,576,24
"30169",2020-04-03,576,33
"30170",2020-04-04,576,31
"30171",2020-04-05,576,23
"30172",2020-04-06,576,21
"30173",2020-04-07,576,23
"30174",2020-04-08,576,19
"30175",2020-04-09,576,19
"30176",2020-04-10,576,14
"30177",2020-04-11,576,15
"30178",2020-04-12,576,8
"30179",2020-04-13,576,12
"30180",2020-04-14,576,11
"30181",2020-04-15,576,8
"30182",2020-04-16,576,15
"30183",2020-04-17,576,9
"30184",2020-04-18,576,10
"30185",2020-04-19,576,12
"30186",2020-04-20,576,15
"30187",2020-04-21,576,14
"30188",2020-04-22,576,12
"30189",2020-04-23,576,18
"30190",2020-04-24,576,19
"30191",2020-04-25,576,11
"30192",2020-04-26,576,7
"30193",2020-04-27,576,8
"30194",2020-04-28,576,7
"30195",2020-04-29,576,6
"30196",2020-04-30,576,7
"30197",2020-05-01,576,6
"30198",2020-05-02,576,3
"30199",2020-05-03,576,8
"30200",2020-05-04,576,6
"30201",2020-05-05,576,6
"30202",2020-05-06,576,11
"30203",2020-05-07,576,9
"30204",2020-05-08,576,11
"30205",2020-05-09,576,7
"30206",2020-05-10,576,8
"30207",2020-05-11,576,6
"30208",2020-05-12,576,5
"30209",2020-05-13,576,7
"30210",2020-05-16,576,8
"30211",2020-05-17,576,5
"30212",2020-05-18,576,8
"30213",2020-05-19,576,6
"30214",2020-05-20,576,11
"30215",2020-05-21,576,11
"30216",2020-05-22,576,18
"30217",2020-05-23,576,12
"30218",2020-05-24,576,4
